url,logo,name,description,infos,contact
https://www.minalogic.com/annuaire/les-oies-du-cyber/,https://www.minalogic.com/wp-content/uploads/2023/01/les-oies-du-cyber.png,Les Oies du Cyber,"Edition de plateformes de cybersécurité.
Nous créons des plateformes essentiellement concernant l’analyse et l’amélioration des pratiques, au niveau global de l’entreprise ou à celui de chaque collaborateur (profil individuel, évaluation, formation, motivation, …).","{""Type d'organisme"": 'PME', 'Date de création': '2022', 'Thématiques': 'Cybersécurité,                                                                             IoT,                                                                             Logiciel', 'Marchés': 'Infrastructures du numérique,                                                                             ICC', ""Date d'adhésion"": '24/01/2023'}","{'Adresse': '12 Rue de la Part-Dieu\n                                                                                                                                                    69003\n                                                                                                                LYON', 'Contact': 'BERNIER Laurent                                        Directeur du Développement et des Partenariats'}"
https://www.minalogic.com/annuaire/huawei-technologies-france/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-huawei-333x250.png,Huawei Technologies France SASU,"Huawei est un fournisseur de solutions numériques en terminaux, réseaux et cloud, pour les opérateurs, entreprises et consommateurs.","{""Type d'organisme"": 'Grand Groupe', 'Date de création': '2003', 'Thématiques': 'Logiciel,                                                                             Microélectronique,                                                                             Photonique', 'Marchés': 'Grand public', ""Date d'adhésion"": '04/12/2018'}","{'Adresse': 'Arc de Seine Bâtiment A\n                                                                                                                                                    92100\n                                                                                                                BOULOGNE-BILLANCOURT', 'Contact': 'DE POMMERY Etienne                                        Senior Advisor'}"
https://www.minalogic.com/annuaire/grenoble-alpes-metropole/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-communaute-agglomeration-grenoble-alpes-metropole-0-270x250.jpg,Grenoble-Alpes Métropole,Grenoble-Alpes Métropole regroupe 49 communes et 450 000 habitants. La Métropole est la principale collectivité en charge du développement économique et de l'innovation sur son territoire.,"{""Type d'organisme"": 'Collectivité territoriale', 'Date de création': '2014', 'Thématiques': 'Non Applicable', 'Marchés': 'Non applicable', ""Date d'adhésion"": '21/11/2005'}","{'Adresse': '1 Place Malraux\n                                                                                                                                                    38000\n                                                                                                                GRENOBLE', 'Contact': 'HERENGER Melina                                        Vice-Présidente'}"
https://www.minalogic.com/annuaire/diamsens/,https://www.minalogic.com/wp-content/uploads/2024/04/logo-diamsens.png,Diamsens,"DIAMSENS développe une gamme de modules multi-capteurs pour mesurer en continu les paramètres physico-chimiques essentiels de l’eau.
Les capteurs de DIAMSENS utilisent le diamant comme élément sensible, ce qui leur confère des propriétés remarquables de robustesse et de stabilité dans le temps. La stabilité des mesures est renforcée par un procédé électrique d'autonettoyage de la surface sensible, rendu extrêmement efficace par les propriétés intrinsèques du diamant. Au final, la maintenance est considérablement réduite, voire supprimée.
Les procédés de fabrication utilisés permettent de proposer des prix abordables même pour du grand public.","{""Type d'organisme"": 'PME', 'Date de création': '2022', 'Thématiques': 'Microélectronique', 'Marchés': 'Chimie Environnement', ""Date d'adhésion"": '23/04/2024'}","{'Adresse': '29 CHEMIN DU VIEUX CHENE\n                                                                                                                                                    38240\n                                                                                                                MEYLAN', 'Contact': 'BIGAY Yves                                        Président'}"
https://www.minalogic.com/annuaire/mentaia/,https://www.minalogic.com/wp-content/uploads/2024/02/logo-mentaia.png,Mentaïa,"Mentaïa propose une application mobile de préparation mentale pour permettre aux sportifs d’améliorer leurs performances. Notre vision est de rendre accessible cette préparation mentale à tous, partout, tout le temps et peu importe le sport pratiqué ou le niveau d’expertise. Notre solution SaaS est développée en partenariat avec deux laboratoires de recherche à Lyon. Le sport est le 1er go-to-market de Mentaïa qui vise dans un second temps le marché de la santé au travail.","{""Type d'organisme"": 'PME', 'Date de création': '2022', 'Thématiques': 'IA,                                                                             Logiciel', 'Marchés': 'ICC,                                                                             Santé', ""Date d'adhésion"": '01/02/2024'}","{'Adresse': '12 rue du Capitaine Ferber\n                                                                                                                                                    69300\n                                                                                                                CALUIRE ET CUIRE', 'Contact': 'BET Romain                                        CEO'}"
https://www.minalogic.com/annuaire/speedernet/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-speedernet-333x250.png,Speedernet,"Speedernet Sphere est une solution innovante en 360°/réalité virtuelle qui propose une approche simple et accessible permettant aux entreprises de créer facilement une expérience en 360°/VR et de visualiser leurs créations directement sur internet.
Speedernet Sphere est destiné en particulier aux professionnels ayant besoin de produire des expériences interactives en 360°/VR.
Son interface intuitive permet aux entreprises de composer leurs créations en mode glisser déposer sans écrire de code. Speedernet Sphere vous permet d'utiliser vos modèles 30 existants pour des expériences encore plus immersives et interactives. L'intégration de ressources 30 issues des bureaux d'étude permet de nombreux usages marketing, formation, ou maintenance.","{""Type d'organisme"": 'PME', 'Date de création': '1999', 'Thématiques': 'IA,                                                                             Logiciel', 'Marchés': 'ICC', ""Date d'adhésion"": '11/04/2019'}","{'Adresse': '67 Rue du Bourbonnais\n                                                                                                                                                    69009\n                                                                                                                LYON', 'Contact': 'JORDIKIAN Patrick                                        Directeur Associé'}"
https://www.minalogic.com/annuaire/taipro-engineering/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-taipro-333x250.png,Taipro Engineering,"Grâce à son équipe d'ingénieurs expérimentés en électronique et ses capacités d'assemblage en microélectronique. Taipro Engineering offre des services complémentaires allant du développement sur mesure de systèmes électroniques miniaturisés, jusqu'au service de packaging de semi-conducteurs (report, câblage et encapsulation de puces sur substrat ou en boitier).","{""Type d'organisme"": 'PME', 'Date de création': '2009', 'Thématiques': 'Microélectronique', 'Marchés': 'Industrie du futur,                                                                             Mobilité,                                                                             NewSpace,                                                                             Santé', ""Date d'adhésion"": '16/01/2019'}","{'Adresse': '36 Impasse du sommet du village\n                                                                                                                Verdevant\n                                                                                                                74440\n                                                                                                                TANINGES', 'Contact': 'SAINT-MARD Michel                                        Managing director'}"
https://www.minalogic.com/annuaire/carl-berger-levrault/,https://www.minalogic.com/wp-content/uploads/2023/03/carl-international.png,CARL Berger-Levrault,"CARL Berger-Levrault est un éditeur intégrateur de logiciels de gestion de maintenance et de gestion des équipements, depuis plus de 35 ans. Spécialisé en GMAO et Asse! Management, il compte des dizaines de milliers d'utilisateurs en France et dans le monde, dans tous secteurs d'activité.
Notre position de leader nous engage à mener une stratégie de recherche et d'innovation ambitieuse autour de 5 axes d'innovations :
les objets connectés (loT) et la maintenance prévisionnelle, l'apprentissage automatique (Intelligence Artificielle), la gestion des énergies, le Système d'information Géographique (SIG) et le Building Information Mode! (BIM).","{""Type d'organisme"": 'PME', 'Date de création': '1992', 'Thématiques': 'IA,                                                                             IoT,                                                                             Logiciel', 'Marchés': 'Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             Santé', ""Date d'adhésion"": '28/03/2023'}","{'Adresse': '361, Allée des noisetiers\n                                                                                                                                                    69760\n                                                                                                                LIMONEST', 'Contact': 'DUMURGIER Antoine                                        Directeur Général'}"
https://www.minalogic.com/annuaire/euronext/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-euronext-0-333x250.png,EURONEXT,"Euronext est la première bourse pan-européenne, avec des marchés réglementés en Belgique, en France, en Irlande, en Norvège, aux Pays-Bas, au Portugal et au Royaume-Uni. Avec près de 1500 sociétés cotées, représentant une capitalisation boursière totale de près de 4500 milliards d’euros à fin décembre 2019, dont 26 grandes valeurs composant l’indice Morningstar® Eurozone 50 Index SM, Euronext gère des marchés au comptant et dérivés réglementés et transparents et couvre une clientèle nationale et internationale solide et diversifiée. Il s’agit également de la 1ère place boursière pour les Tech en Europe avec plus de 479 sociétés Tech cotées. Conscient des besoins spécifiques et de la forte croissance du secteur, Euronext a développé de nombreuses initiatives pour accompagner la réussite et le développement de ce secteur, accroître sa visibilité et son accès à la liquidité, notamment TechShare, son programme de formation pre-IPO.","{""Type d'organisme"": 'Banque & Investisseur', 'Date de création': '2013', 'Thématiques': 'Non Applicable', 'Marchés': 'Non applicable', ""Date d'adhésion"": '11/07/2017'}","{'Adresse': 'CCI de Lyon\n                                                                                                                3 Place de la Bourse\n                                                                                                                69289\n                                                                                                                LYON CEDEX 02', 'Contact': 'GIROD Aurelie                                        Directeur marketing & partenariats'}"
https://www.minalogic.com/annuaire/evosens/,https://www.minalogic.com/wp-content/uploads/2024/08/evosens-logo.png,Evosens,"EVOSENS est une société leader dans l'intégration de systèmes photoniques sur mesure.
Basés à Brest, nous sommes organisés en 2 départements :
- un département d’ingénierie principalement axé sur la conception, l’optimisation et la
mise à jour de systèmes photoniques sur la base des spécifications des clients. Nous avons des compétences en optique, électronique, mécanique et informatique. Nous développons des solutions en utilisant des logiciels comme ZEMAX, SOLIDWORKS, ALTIUM.
- un département de fabrication sous contrat dédié au prototypage et à la fabrication de solutions personnalisées. Ce département comprend des installations haut de gamme et des équipements, tels qu’une salle blanche de 60 m² de classe ISO 6, un laboratoire d’optique, des équipements tels que des analyseurs de front d'onde, des spectromètres, microscopes, oscilloscopes, caméras thermiques, ...","{""Type d'organisme"": 'PME', 'Date de création': '2009', 'Thématiques': 'Logiciel,                                                                             Microélectronique,                                                                             Photonique', 'Marchés': 'Agro-alimentaire,                                                                             Chimie Environnement,                                                                             Défense,                                                                             Industrie du futur,                                                                             NewSpace,                                                                             Santé', ""Date d'adhésion"": '02/04/2015'}","{'Adresse': 'Technopôle Brest Iroise 185 rue René Descartes\n                                                                                                                                                    29280\n                                                                                                                PLOUZANE', 'Contact': 'FRENEAT Francois                                        Gérant'}"
https://www.minalogic.com/annuaire/geolithe-innov/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-geolithe-innov-333x250.png,Geolithe Innov,"GEOLITHE INNOV est une start up ayant pour objectif de valoriser et de promouvoir des innovations dans le domaine des risques naturels, du génie civil, de l’environnement, de la sécurité, du digital et tous les domaines liés","{""Type d'organisme"": 'PME', 'Date de création': '2016', 'Thématiques': 'IA,                                                                             Logiciel,                                                                             Microélectronique,                                                                             Photonique', 'Marchés': 'Industrie du futur', ""Date d'adhésion"": '19/12/2017'}","{'Adresse': '181 rue des Bécasses\n                                                                                                                                                    38920\n                                                                                                                CROLLES', 'Contact': 'MEIGNAN Lucas                                        Président'}"
https://www.minalogic.com/annuaire/olyntec/,https://www.minalogic.com/wp-content/uploads/2025/01/logo-olyntec.jpg,OLYNTEC,"OLYNTEC est une société spécialisée dans l'IoT pour le suivi et le pilotage des biens et équipements. Nous proposons de rendre l'IoT plus simple et plus accessible grâce à :

Un modèle économique innovant 100% opex (y compris la mise à disposition des traceurs) pour un déploiement rapide
Un service tout-en-un multiréseaux (LoRaWan, Sigfox, NB-IoT, LTE-M et satellites) pour une couverture maximale

Avec notre offre clé-en-main, vous améliorez vos performances opérationnelles et assurez le suivi de vos biens en toute simplicité, au meilleur coût économique et énergétique !","{""Type d'organisme"": 'PME', 'Date de création': '2022', 'Thématiques': 'IoT,                                                                             Logiciel', 'Marchés': 'Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité', ""Date d'adhésion"": '01/01/2025'}","{'Adresse': '12 rue de la Part-Dieu, 69003 Lyon\n                                                                                                                                                    69003\n                                                                                                                LYON', 'Contact': 'WIECKER Madeline                                        Directeur des Opération'}"
https://www.minalogic.com/annuaire/ficha/,https://www.minalogic.com/wp-content/uploads/2021/06/logo-ficha-334x250.png,Ficha,"Ficha est une start-up développant des solutions de reconnaissance d'objet dans la gestion des déchets. Dans un premier temps, nous nous sommes donné la mission de sensibiliser les résidents de gestionnaires d’habitats au tri sélectif. Pour cela, nous avons développé le cocon, un conteneur connecté capable de caractériser les déchets déposés par un utilisateur et de le récompenser directement sur notre application. Ces récompenses sont disponibles chez des enseignes partenaires ayant des valeurs communes (zéro déchet, mobilité durable, économie locale…). Notre objectif : user du tri pour rediriger nos utilisateurs (les résidents) vers un mode de vie plus éco-responsable. Dans un second temps, nous utilisons cette brique de reconnaissance des déchets pour caractériser les déchets dans les camions de collecte. Le but étant de géolocaliser et d’identifier les erreurs de tri récurrentes sur un territoire donné. Ces data permettront aux collectivités d’allouer leurs ressources en termes de communication et de prévention de manière plus pertinente et ainsi minimiser ces erreurs de tri.","{""Type d'organisme"": 'PME', 'Date de création': '2020', 'Thématiques': 'IA,                                                                             Logiciel,                                                                             Microélectronique', 'Marchés': 'Chimie Environnement,                                                                             Energie Bâtiment', ""Date d'adhésion"": '22/06/2021'}","{'Adresse': '12 Rue Pierre Sémard\n                                                                                                                                                    38000\n                                                                                                                GRENOBLE', 'Contact': 'MENARD Hubert                                        Directeur Général'}"
https://www.minalogic.com/annuaire/swiift-imaging/,https://www.minalogic.com/wp-content/uploads/2023/06/logo-swiift-imaging-386x250.png,Swiift Imaging,"Swiift Imaging est une startup DeepTech qui conçoit, développe et commercialise un dispositif médical robotisé innovant.","{""Type d'organisme"": 'PME', 'Date de création': '2021', 'Thématiques': 'Cybersécurité,                                                                             IoT,                                                                             Logiciel', 'Marchés': 'Santé', ""Date d'adhésion"": '27/06/2023'}","{'Adresse': '44 Avenue Paul Krüger\n                                                                                                                Bel Air Camp\n                                                                                                                69100\n                                                                                                                VILLEURBANNE', 'Contact': 'JOURDAN Cyril                                        CTO'}"
https://www.minalogic.com/annuaire/inceptive/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-inceptive-333x250.png,Inceptive,"Inceptive est une société de conseil en Machine Learning, qui propose son expertise aux organisations qui  souhaitent utiliser l’intelligence artificielle pour répondre, notamment, à des problématiques de classifications, prédictions, et d’automatisation de tâches complexes.
En plus de son activité de conseil Inceptive développe deux plateformes logicielles, un moteur de Machine Learning et une plateforme de chatbot.","{""Type d'organisme"": 'PME', 'Date de création': '2017', 'Thématiques': 'IA,                                                                             Logiciel', 'Marchés': 'Commerce et Distribution,                                                                             Grand public', ""Date d'adhésion"": '01/03/2018'}","{'Adresse': '4 BOULEVARD EDOUARD REY\n                                                                                                                                                    38000\n                                                                                                                GRENOBLE', 'Contact': 'REBOUAH Corinne                                        Président'}"
https://www.minalogic.com/annuaire/le-french-poc/,https://www.minalogic.com/wp-content/uploads/2024/08/logo-le-french-poc.png,Le French POC,"Le développement et la conception de produit innovant, conseil en innovation et bureau d’étude en prototypage mécatronique","{""Type d'organisme"": 'PME', 'Date de création': '2023', 'Thématiques': 'IA,                                                                             IoT,                                                                             Microélectronique', 'Marchés': 'Défense,                                                                             Energie Bâtiment,                                                                             ICC,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             Santé,                                                                             Textile', ""Date d'adhésion"": '02/07/2024'}","{'Adresse': '238, Rue des Brotteaux\n                                                                                                                                                    01700\n                                                                                                                MIRIBEL', 'Contact': 'OUAIDA Remy'}"
https://www.minalogic.com/annuaire/poma/,https://www.minalogic.com/wp-content/uploads/2024/10/logo-poma.png,POMA,"Avec 85 ans d’existence et plus de 8 000 installations dans 90 pays, POMA est une référence mondiale du transport par câble. Ses solutions de transports durables transportent 6,5 millions de personnes par heure. Sur les 5 continents, POMA innove, apporte son savoir-faire et sa maîtrise des solutions de mobilité par câble dans les domaines des transports urbains, de la neige, du tourisme, de l’industrie.","{""Type d'organisme"": 'ETI', 'Date de création': '1955', 'Thématiques': 'Logiciel', 'Marchés': 'ICC,                                                                             Mobilité', ""Date d'adhésion"": '16/09/2022'}","{'Adresse': '109 Rue Aristide Berges\n                                                                                                                                                    38340\n                                                                                                                VOREPPE', 'Contact': 'BABAZ Mathieu                                        Responsable Prospective & Innovations Durables'}"
https://www.minalogic.com/annuaire/parcoor/,https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-parcoor-333x250.png,Parcoor,"Innovation afin d'exploiter vos données pour une gestion optimale.
Nous proposons des services d'intelligence artificielles (AIaaS)","{""Type d'organisme"": 'PME', 'Date de création': '2019', 'Thématiques': 'Cybersécurité,                                                                             IA,                                                                             Logiciel,                                                                             Microélectronique', 'Marchés': 'Chimie Environnement,                                                                             Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace', ""Date d'adhésion"": '10/01/2020'}","{'Adresse': ""21 rue d'Algérie\n                                                                                                                                                    69001\n                                                                                                                LYON"", 'Contact': 'CAPEL Denis                                        CEO'}"
