url;name;logo;creation_year;employees;tags;description;site;social_links;business_model;region;department;city;presence;amount_raised;investors_count;round_max;investments
https://lehub.web.bpifrance.fr/startup/utocat?queryID=3da18c2c0e4254564b15c004ad4bb08d;UTOCAT;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/rkp8EkULz.png%3Foh%3D53983b7fbb44a5f7e98cb625fefd8247%26oe%3D5AD86ED4;2014;25 - 100;#Blockchain, #Financial Services, #Finance, #Insurance, #bancaire;"Éditeur de logiciel blockchain pour le domaine bancaire et assurantiel.

#blockchain #fintech #software";;"[{""type"": ""linkedin"", ""url"": ""https://www.linkedin.com/company/utocat""}, {""type"": ""twitter"", ""url"": ""https://twitter.com/utocat""}, {""type"": ""facebook"", ""url"": ""https://facebook.com/utocat""}]";B2B;Hauts-de-france;Nord;Lille;France;3,9M€;5;Séries B;"[{""date"": ""janvier 2023"", ""amount"": ""1,8M€"", ""round"": ""Séries B"", ""investors"": ""Bpifrance,Super Capital,""}, {""date"": ""mars 2022"", ""amount"": ""0$"", ""round"": ""Seed"", ""investors"": """"}, {""date"": ""octobre 2018"", ""amount"": ""1,6M€"", ""round"": ""EARLY VC"", ""investors"": ""BNP Paribas,Bpifrance,""}, {""date"": ""octobre 2016"", ""amount"": ""500k€"", ""round"": ""Seed"", ""investors"": ""Bpifrance Investissement,Leap Ventures,Bpifrance,""}]"
https://lehub.web.bpifrance.fr/startup/invivox?queryID=8c75a9fd3a2968534e2e0d47c9f41cb4;Invivox;https://upload.prd.hbd.cloud.bpifrance.fr/ee3732b1-38fe-4673-905b-d1eaf40fa17f;2015;25 - 100;#Professional Services;Invivox est une plateforme qui permet aux médecins du monde entier de se former auprès d'experts, au sein du bloc opératoire des experts, dans toutes les spécialités médicales. Invivox répond à un besoin réel des médecins : la formation en mode compagnonn;http://www.invivox.com/;"[{""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/invivox""}, {""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/invivox""}, {""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/invivox""}, {""type"": ""other"", ""url"": ""http://magazine.invivox.com/en/""}]";B2B, B2C, Saas;Nouvelle-aquitaine;Gironde;Pessac;Allemagne, Espagne, France, Inde, Royaume-Uni, États-Unis;11M€;9;LATE VC;"[{""date"": ""mars 2022"", ""amount"": ""7M€"", ""round"": ""LATE VC"", ""investors"": ""EDUCAPITAL,Bpifrance,MACSF,...""}, {""date"": ""décembre 2019"", ""amount"": ""10k€"", ""round"": ""Subvention"", ""investors"": ""EIT Health,""}, {""date"": ""juillet 2018"", ""amount"": ""2,8M€"", ""round"": ""Séries A"", ""investors"": ""Isai,Bpifrance Investissement,...""}, {""date"": ""octobre 2017"", ""amount"": ""0€"", ""round"": ""Subvention"", ""investors"": ""EIT Health,""}, {""date"": ""avril 2016"", ""amount"": ""1,2M€"", ""round"": ""Seed"", ""investors"": ""Isai,Inc. Magazine,ISAI Ventures,""}]"
https://lehub.web.bpifrance.fr/startup/le-chemin-des-mures?queryID=60a6f3e76f80a0f1d0e74a9363e2e4c8;Le Chemin Des Mûres;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/9d879bba-17b8-444a-a695-e988ab837a42;2019;5 - 10;;Un nouveau service de transport économique, flexible et performant pour votre circuit alimentaire court ou de proximité, grâce à une mise en commun intelligente des livraisons assurée par des algorithmes de pointe, y compris en ramasse depuis les producteurs.;;"[{""type"": ""linkedin"", ""url"": ""https://linkedin.com/lechemindesmures""}, {""type"": ""twitter"", ""url"": ""https://twitter.com/chemindesmures""}, {""type"": ""facebook"", ""url"": ""https://facebook.com/chemindesmures""}]";B2B, Saas;Auvergne-rhône-alpes;Isère;Saint-vincent-de-mercuze;France;375k€;0;Business Angel;"[{""date"": ""août 2021"", ""amount"": ""375k€"", ""round"": ""Business Angel"", ""investors"": """"}]"
https://lehub.web.bpifrance.fr/startup/protera-1?queryID=3e3138ac9e1152e3a9eca4aa80912e1a;Protera;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/7017ea0f-43ac-4e2b-848d-9d9893cc48f9;2020;25 - 100;;Creating a Protein-based Economy powered by Artificial Intelligence and Precision Fermentation;;"[{""type"": ""linkedin"", ""url"": ""https://www.linkedin.com/company/protera-biosciences""}, {""type"": ""twitter"", ""url"": ""https://twitter.com/proterabio""}]";B2B;Île-de-france;Hauts-de-seine;Neuilly-sur-seine;Chili, France, États-Unis;13,2M€;5;Séries A;"[{""date"": ""juillet 2021"", ""amount"": ""10M$"", ""round"": ""Séries A"", ""investors"": ""Sofinnova Partners,ICL,Grupo Bimbo,""}, {""date"": ""avril 2021"", ""amount"": ""0$"", ""round"": ""Séries A"", ""investors"": ""SOSV,""}, {""date"": ""juin 2020"", ""amount"": ""5,6M$"", ""round"": ""Séries A"", ""investors"": ""SOSV,Sofinnova Partners,""}, {""date"": ""mai 2020"", ""amount"": ""0$"", ""round"": ""Seed"", ""investors"": ""Indie Bio,""}]"
https://lehub.web.bpifrance.fr/startup/adyoulike?queryID=8c75a9fd3a2968534e2e0d47c9f41cb4;AD YOU LIKE;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/B1Tmv1ISG.png;2011;;#Mobile Advertising, #Advertising, #Advertising Platforms, #Video;"Adyoulike innove dans l'adtech et développe des technologies distruptives uniques pour gérer l'offre et la demande publicitaire. Pionnière du native advertising en Europe, cette start-up française en hyper croissance remet l’internaute au centre des enjeux publicitaires en lui proposant une expérience utilisateur non intrusive et intégrée dans son flux d’information.

#marketing #adtech #AI #Advertising Platforms #Mobile Advertising #Video";http://www.adyoulike.com;[];B2B, Saas;Île-de-france;Paris;Paris 16;France, États-Unis;6,4M€;3;Séries B;"[{""date"": ""novembre 2016"", ""amount"": ""5M€"", ""round"": ""Séries B"", ""investors"": ""BNP Paribas,""}, {""date"": ""septembre 2015"", ""amount"": ""1M€"", ""round"": ""Dette"", ""investors"": """"}, {""date"": ""décembre 2014"", ""amount"": ""1M€"", ""round"": ""Dette"", ""investors"": """"}, {""date"": ""mars 2013"", ""amount"": ""1,2M€"", ""round"": ""Séries A"", ""investors"": ""Banexi Ventures,""}, {""date"": ""mai 2011"", ""amount"": ""200k€"", ""round"": ""Business Angel"", ""investors"": ""Kima Ventures,""}]"
https://lehub.web.bpifrance.fr/startup/inalve-1?queryID=3e3138ac9e1152e3a9eca4aa80912e1a;Inalve;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/eb2a4b94-ea33-40ec-8c20-303961498de8;2016;15 - 25;;An innovative proprietary process for the cultivation of microalgae allowing a more efficient use of natural resources and a harvested biomass with unique properties;;"[{""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/inalve""}, {""type"": ""twitter"", ""url"": ""https://twitter.com/inalve_sas""}]";B2B;Provence-alpes-côte d'azur;Alpes-maritimes;Nice;France;10,6M€;10;EARLY VC;"[{""date"": ""mars 2024"", ""amount"": ""4,7M€"", ""round"": ""EARLY VC"", ""investors"": ""PSIM,Blue Forward fund,""}, {""date"": ""décembre 2023"", ""amount"": ""2M€"", ""round"": ""Seed"", ""investors"": ""Seventure Partners,""}, {""date"": ""décembre 2022"", ""amount"": ""1M€"", ""round"": ""Seed"", ""investors"": ""Angelor,R2V, Inc,Mer Angels,...""}, {""date"": ""mars 2019"", ""amount"": ""1,6M€"", ""round"": ""Seed"", ""investors"": ""Région Sud Investissement,R2V, Inc,INSEAD Business Angels Alumni France,...""}, {""date"": ""mars 2013"", ""amount"": ""1,3M€"", ""round"": ""Seed"", ""investors"": """"}]"
https://lehub.web.bpifrance.fr/startup/wizishop-1?queryID=945f4e05d15b70e049fc3e35cdae73c1;Wizishop;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/840cac210a34df8e782cd23133b15df5;2008;25 - 100;;An ecommerce platform that is simple to use and comes with all the features and tools you need to succeed online;https://www.wizishop.fr/;"[{""type"": ""linkedin"", ""url"": ""https://www.linkedin.com/company/wizishop""}, {""type"": ""twitter"", ""url"": ""https://twitter.com/wizishop_fr""}, {""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/wizishop_1""}]";B2B, Saas;Provence-alpes-côte d'azur;Alpes-maritimes;Nice;Belgique, France;112,9k€;2;Seed;"[{""date"": ""janvier 2013"", ""amount"": ""150k$"", ""round"": ""Seed"", ""investors"": ""Kima Ventures,Jaina Capital,""}]"
https://lehub.web.bpifrance.fr/startup/alsid?queryID=4d6bcfa66e61258ed2165d5e09b249ed;ALSID;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/SyRKbJc8M.com/t_api_images/loptmkl1jgp3e8cibzev;2016;15 - 25;#Cyber Security, #data, #infrastructures;"Alsid s’est donné pour ambition de redéfinir les moyens de sécuriser et protéger en temps réel les infrastructures d’annuaires.
#cyber #software";;[];B2B;Île-de-france;Paris;Paris;France;14,3M€;5;ACQUISITION;"[{""date"": ""février 2021"", ""amount"": ""98M$"", ""round"": ""ACQUISITION"", ""investors"": ""Tenable Network Security,""}, {""date"": ""avril 2019"", ""amount"": ""13M€"", ""round"": ""EARLY VC"", ""investors"": ""360 Capital Partners,Eurazeo (IdInvest Partners),...""}, {""date"": ""octobre 2017"", ""amount"": ""1,5M$"", ""round"": ""Seed"", ""investors"": ""360 Capital Partners,Axeleo,Axeleo Capital,""}]"
https://lehub.web.bpifrance.fr/startup/poxel?queryID=59db86e49feb9400d16451dfac6b2905;Poxel;https://upload.prd.hbd.cloud.bpifrance.fr/3ef5549b-4207-47b6-b62d-8cf0c7e13991;2013;25 - 100;#Pharmaceutical, #Biotechnology, #Health Diagnostics;Poxel est une société biopharmaceutique dynamique qui s’appuie sur son expertise afin de développer des traitements innovants contre les maladies métaboliques, dont la stéatohépatite non-alcoolique (NASH) et certains troubles héréditaires rares. La Sociét;https://www.poxelpharma.com/fr;"[{""type"": ""linkedin"", ""url"": ""https://www.linkedin.com/company/poxel/""}]";B2B, B2C;Auvergne-rhône-alpes;Rhône;Lyon;France;37,6M€;13;Dette;"[{""date"": ""décembre 2022"", ""amount"": ""2M€"", ""round"": ""Dette"", ""investors"": ""IRIS Capital Investment,""}, {""date"": ""août 2022"", ""amount"": ""6M€"", ""round"": ""POST IPO EQUITY"", ""investors"": ""IRIS Capital Investment,""}, {""date"": ""octobre 2020"", ""amount"": ""6M€"", ""round"": ""POST IPO DEBT"", ""investors"": ""BNP Paribas,Bpifrance,CIC-LB,""}, {""date"": ""mai 2020"", ""amount"": ""17,7M€"", ""round"": ""POST IPO EQUITY"", ""investors"": """"}, {""date"": ""juillet 2016"", ""amount"": ""26,5M€"", ""round"": ""POST IPO EQUITY"", ""investors"": """"}, {""date"": ""juillet 2015"", ""amount"": ""26,9M€"", ""round"": ""IPO"", ""investors"": """"}, {""date"": ""février 2015"", ""amount"": ""26,8M€"", ""round"": ""IPO"", ""investors"": """"}]"
https://lehub.web.bpifrance.fr/startup/adomik-1?queryID=3da18c2c0e4254564b15c004ad4bb08d;Adomik;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/SkYbCZD8f.png;2012;25 - 100;#Advertising, #Analytics;Analyzes digital advertising activity and delivers actionable to many advertisers, agencies, publishers and adtech providers;;"[{""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/adomik""}, {""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/adomik""}, {""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/adomik""}]";B2B;;;Paris;France, Japon, Royaume-Uni, États-Unis;1,3M€;5;Seed;"[{""date"": ""juin 2013"", ""amount"": ""1,3M€"", ""round"": ""Seed"", ""investors"": ""Elaia Partners,Iris Capital,Upfront Ventures,...""}]"
https://lehub.web.bpifrance.fr/startup/linkurious-1?queryID=3da18c2c0e4254564b15c004ad4bb08d;Linkurious;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c0d2fcb4-7980-40f4-8e54-b9b81ac41bed;2013;25 - 100;#Social Network, #Data Visualization, #Big Data;The next generation of detection and investigation solutions that empowers to keep up with the most complex criminal activity;;"[{""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/linkurious""}, {""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/linkurious""}, {""type"": ""other"", ""url"": ""https://app.dealroom.co/companies/linkurious""}]";B2B, B2C;Île-de-france;Seine-saint-denis;Montreuil;France, États-Unis;49,5k€;0;Seed;"[{""date"": ""avril 2014"", ""amount"": ""49,5k€"", ""round"": ""Seed"", ""investors"": """"}]"
https://lehub.web.bpifrance.fr/startup/uwinloc?queryID=3e3138ac9e1152e3a9eca4aa80912e1a;Uwinloc;https://upload.prd.hbd.cloud.bpifrance.fr/454a5169-45e9-4176-acf9-9938f27b686a.png;2015;15 - 25;;La seule solution de localisation intérieure IoT utilisant des tags sans batterie.  Marquez  vos actifs,  réduisez  vos délais et  optimisez  votre flux de stock.;;[];B2B, B2C, Saas;Occitanie;Haute-garonne;Toulouse;France;10,9M€;5;EARLY VC;"[{""date"": ""mai 2020"", ""amount"": ""5,5M€"", ""round"": ""EARLY VC"", ""investors"": ""Elaia Partners,M Capital Partners,...""}, {""date"": ""janvier 2018"", ""amount"": ""4,5M€"", ""round"": ""Séries A"", ""investors"": ""Elaia Partners,M Capital Partners,...""}, {""date"": ""novembre 2017"", ""amount"": ""920k€"", ""round"": ""Seed"", ""investors"": """"}]"
https://lehub.web.bpifrance.fr/startup/wing?queryID=8c75a9fd3a2968534e2e0d47c9f41cb4;WING;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/515eccd3-acce-43d1-a6e7-d2c97bedb6a5;2015;25 - 100;#Trading Platform, #Transportation, #Logistics;"Wing développe des solutions technologiques et opérationnelles qui bouleversent la logistique e-commerce traditionnelle. Permettant initialement aux petits commerces de se défaire des contraintes de la préparation de commandes, Wing développe également des solutions d'omnicanalité telles que le Ship from Store à destination des grandes enseignes du retail. Ces solutions permettent aux retailers d'augmenter les ventes online en améliorant l'utilisation de leur réseau. 

#retail #ecommerce";https://www.wing.eu;"[{""type"": ""linkedin"", ""url"": ""https://www.linkedin.com/company/wing-eu/""}, {""type"": ""twitter"", ""url"": ""https://www.twitter.com/wing_eu""}, {""type"": ""facebook"", ""url"": ""https://facebook.com/1034058733279580""}]";B2B, Saas;Île-de-france;Paris;Paris;France, Royaume-Uni;1,2M€;2;EARLY VC;"[{""date"": ""octobre 2019"", ""amount"": ""0$"", ""round"": ""EARLY VC"", ""investors"": ""CMA CGM,""}, {""date"": ""mars 2016"", ""amount"": ""1,2M€"", ""round"": ""Seed"", ""investors"": ""Financière Saint James,""}]"
https://lehub.web.bpifrance.fr/startup/alkemics?queryID=59db86e49feb9400d16451dfac6b2905;Alkemics;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/38b4185a-d2ba-4960-b7e6-03d5cf72fa67;2016;;;Alkemics est une plateforme qui aide marques et distributeurs à digitaliser, collecter et partager leurs données produit en un seul lieu sécurisé.;;[];B2B, Saas;Île-de-france;Paris;Paris;France, Royaume-Uni;61,9M€;9;ACQUISITION;"[{""date"": ""mai 2021"", ""amount"": ""68M$"", ""round"": ""ACQUISITION"", ""investors"": ""Salsify,""}, {""date"": ""juin 2020"", ""amount"": ""21M€"", ""round"": ""Séries C"", ""investors"": ""Serena,Cathay Innovation,...""}, {""date"": ""septembre 2019"", ""amount"": ""50k€"", ""round"": ""Subvention"", ""investors"": ""European Innovation Council,""}, {""date"": ""septembre 2017"", ""amount"": ""18M$"", ""round"": ""LATE VC"", ""investors"": ""Serena,Cathay Innovation,...""}, {""date"": ""septembre 2016"", ""amount"": ""20M€"", ""round"": ""Séries B"", ""investors"": ""Serena,Cathay Innovation,...""}, {""date"": ""mai 2015"", ""amount"": ""5M€"", ""round"": ""Séries A"", ""investors"": ""Partech Ventures,SEB Alliance,Index Ventures,...""}, {""date"": ""décembre 2012"", ""amount"": ""0$"", ""round"": ""Seed"", ""investors"": ""SEB Alliance,""}]"
