nom;description;logo;mots_cles_b;site_web_x;tags;emplacement;Date dernier financement;Série;Montant;LinkedIn;adresse_z;Contact;Date de création;Marché;Type d'organisme
META-API;Meta-API édite une plateforme SaaS ayant pour but de faciliter le déploiement du code par les développeurs et faciliter l'intégration des API.;https://maddyness.twic.pics/2021/06/Capture-decran-2021-06-17-a-16.16.35.png?twic=v1/output=meancolor;;https://www.meta-api.io/;;;06.01.21;Amorçage;700.0k€;;;;;;
METABOLIC EXPLORER;METabolic EXplorer (Metex) est une entreprise de chimie biologique, qui développe des procédés de fermentation innovants à partir de matières premières renouvelables. Les composés chimiques produits entrent dans la fabrication de produits essentiels tels;https://upload.prd.hbd.cloud.bpifrance.fr/07406750-ea61-4719-b37d-aff964c7063a;;https://www.metabolic-explorer.fr/;;;;;;;;;;;
METAFIGHT;Lancée en 2021, Metafight est une plateforme multijoueur dans laquelle les joueurs peuvent faire s'affronter leurs cartes NFT Fighter dans des ligues. Vous pouvez obtenir des récompenses en combattant, augmenter votre deck en améliorant vos cartes et combattre dans des ligues supérieures pour devenir le meilleur joueur de la Cage.;https://maddyness.twic.pics/2023/03/MetaFight.jpg?twic=v1/output=meancolor;;http://www.metafight.com/;;;03.01.23;Amorçage;1.0 M€;;;;;;
METAFORE;Metafore conçoit des lieux de vie durables et premiums dédiés aux séminaires et événements.;https://maddyness.twic.pics/2022/06/Capture-decran-2022-06-16-a-15.44.42.png?twic=v1/output=meancolor;;https://www.metafore.com/;;;06.01.22;Série A;15.0 M€;;;;;;
METAHOOD;Fondée en 2022, Metahood est une plateforme intégralement dédiée au metaverse, qui vise à rendre l’expérience utilisateur plus accessible, interopérable et navigable. La startup propose une solution permettant de naviguer de manière simple au cœur des différents metaverse et d’échanger des terrains numériques sur la base d’une cartographie et d’une série d’informations exhaustives, véritables outils d’aide à la prise de décision.;https://maddyness.twic.pics/2023/01/Metahood.jpg?twic=v1/output=meancolor;;https://metahood.xyz/;;;01.01.23;Amorçage;2.7 M€;;;;;;
METALS INDUSTRY;A professional network Steels, non Ferrous Metals, Plastics;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4486fb39-ebc0-405a-87ef-2577d6f627ab;;;;;;;;;;;;;
METAV.RS;Metav.rs se décrit comme une plateforme tout en un pour le metavers. Son offre repose sur trois piliers : - aider les entrepreneurs qui le souhaitent à créer et gérer des NFT 3D en les rendant compatibles avec les principaux métavers, - les accompagner dans la distribution de leurs NFT, - et dans le développement d'expériences (dressing virtuel, par exemple).;https://maddyness.twic.pics/2024/01/Capture_d_ecran_2022-08-25_a_11.41.50-removebg-preview.png?twic=v1/output=meancolor;;https://metav.rs/;;;13.01.25;Amorçage;600.0k€;;;;;;
METEO PROTECT;Meteo Protect est une société de souscription et de technologie d'assurance spécialisée dans l'assurance paramétrique;https://upload.prd.hbd.cloud.bpifrance.fr/7e326fb8-454e-432c-b81d-d3142408be9f;;http://meteoprotect.com/;;;;;;;;;;;
METEO*SWIFT;meteo*swift est née de la volonté de ses fondateurs de faciliter l’intégration des énergies renouvelables (ENR) dans le mix énergétique. Les énergies solaires et éoliennes sont par nature intermittentes car elles dépendent du rayonnement solaire et de la force du vent. Or pour maintenir l’'équilibre du réseau électrique, il est nécessaire d’équilibrer à tout instant l’offre et la demande en électricité.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c90d18d8-d6ea-4ec3-ba0a-5165c27e2290;;http://www.meteoswift.com/;;;;;;;;;;;
METHANEO;Methaneo est spécialisé dans le développement de projets collectifs de biogaz à base de biomasse d'origine agricole et agroalimentaire;https://upload.prd.hbd.cloud.bpifrance.fr/09de787b-eaa6-47fd-a1e8-d1268d6cb83d;;http://methaneo.com/;;;;;;;;;;;
METHODOMICS;Shaping data into decisions;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/9292444a-41f5-4e71-a672-0b2ca57343ec;['#Anonymisation', '#DataPrivacy', '#DataValuation', '#DataSharing', '#RGPD'];;;;;;;;;;;;
METIDIA;"Metidia SAS est spécialiste des jeux digitaux et de la création d’expérience client / collaborateur unique, accompagnant des marques dans l'univers du retail, le voyage, les banques / assurance.

#socialnetwork #entertainement #vr";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/8a807284d9a18c12b24930a725b1d879;;http://metidia.com/;;;;;;;;;;;
METRON;Transformer l'énergie en un centre de profit;https://upload.prd.hbd.cloud.bpifrance.fr/a7c7bcf0-6e18-43c7-a0a6-71ebcc6e0c47;['#smart industry'];https://www.metron.energy/;;;11.01.24;Série C;12.5 M€;;;;;;
METROSCOPE;Solution d’intelligence artificielle au service de l’excellence opérationnelle de ses clients industriels.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/9cc8bb7f-a344-413e-b1e0-6515a120dbce;;https://www.metroscope.tech/;;;01.01.21;Seed;0.0;;;;;;
METSYS;Metsys accompagne la transformation numérique des entreprises sur des sujets liés à la cybersécurité, à l'utilisation des données ou encore au développement de nouvelles applications.;https://maddyness.twic.pics/2021/03/Capture-decran-2021-03-04-a-18.31.39.png?twic=v1/output=meancolor;;https://www.metsys.fr/offres/business-platform/;;;03.01.21;Late stage;0.0;;;;;;
METYOS;Fondée en 2021, Metyos aide les gens à vivre en meilleure santé et plus longtemps en prévenant les maladies chroniques et en aidant les patients et les médecins à gérer et à améliorer les traitements.;https://maddyness.twic.pics/2024/03/Metyos.jpg?twic=v1/output=meancolor;['#medtech'];https://www.metyos.com/;;;03.01.24;Amorçage;2.3 M€;;;;;;
MEXBRAIN;Plateforme ultrachélatante : des fluides capables d’extraire les métaux associés à des systèmes de dialyse. Ces dispositifs sont spécifiques des métaux ciblés et ont une capacité d’extraction ajustable. Aucun médicament ni produit ne circule directement d;https://upload.prd.hbd.cloud.bpifrance.fr/f47a5455-48ad-41f3-9649-d8ec82b21761;;https://mexbrain.com/;;;05.01.21;Seed;6.0 M€;;;;;;
MEXIIICO;"Agence de communication dédiée innovation & start-up
Une expertise pour chaque étape clé de votre projet : 
- De l’incubation à l’entrée des investisseurs, pour être prêts et crédibles. 
- Lors d’une levée de fonds, pour relever les défis de la croissance et d’une culture 
centrée produit. 
- Lors d’un pivot stratégique, pour reclarifier et dynamiser votre proposition de valeur.";https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/61a20030-d4ca-4d48-a024-2e3c380c9416;['INNOVATION', 'COMMUNICATION', 'ENTREPRENEURIAT/STARTUP'];Site web non disponible;;Emplacement non spécifié;;;;;;;;;
MEZZONOMY;Editeur de solutions BlockChain Hypertexte;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-uploads/e42306415163414dc7a209342b52737f;;http://www.mezzonomy.com/;;;;;;;Blagnac;;;;
MF BOUGIES;Bougies made in France pour marques de luxe;https://maddyness.twic.pics/?twic=v1/output=meancolor;;http://www.mfbougies.com/;;;;;;;;;;;
MFPREVOYANCE;Et gère les régimes obligatoires et volontaires de prévoyance des salariés;https://upload.prd.hbd.cloud.bpifrance.fr/276693fe-a96f-418c-9fc1-d2574bdf42db;;http://mfprevoyance.fr/;;;;;;;;;;;
MGA TECHNOLOGIES;MGA Technologies rassemble une équipe de passionnés de technique et de technologies (mécanique, automatisme, mécatronique, robotique, IA, …) ayant l’ambition commune de concevoir et réaliser les plus belles machines sur mesure de l’Industrie du Futur.Engagée pour le progrès technique au service de l’Homme, MGA Technologies accompagne les industriels dans leurs projets dès la conception en particulier pour les industries de la Santé, l’Électronique et la Mécanique.;https://www.minalogic.com/wp-content/uploads/2024/03/logo-mga-technologies.png;;;;;;;;;"22, Chemin des Prés Secs
                                                                                                                                                    69380
                                                                                                                CIVRIEUX D’AZERGUES";DE MALLIARD Herve                                        Président;1980;Défense,                                                                             Industrie du futur,                                                                             Santé;PME,                                                                             PME
MH INDUSTRIES;Metal equipment manufacturer that offers a complete range of services from design to delivery of the finished product;https://upload.prd.hbd.cloud.bpifrance.fr/3a1cfb4c-99ed-48ad-9fbc-6c72219f8fa7;;https://mh-industries.fr/;;;;;;;;;;;
MH PRO;Gyroscopes électroniques 3 axes ⋆ Gyroscopes & électronique sur mesure;https://upload.prd.hbd.cloud.bpifrance.fr/aa98ac8f-1953-47f1-bdf5-c958d9e34775;;http://mhpro.net/;;;;;;;;;;;
MHCOMM;Ayant développé au fil des ans, et surtout à l'écoute de ses clients, une plateforme numérique complète, MHComm propose aujourd'hui une gamme métier Santé couvrant les principaux parcours de soins.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b759e836-72dc-45a6-bc80-737bee29b79e;;https://www.mhcomm.fr/;;;;;;;Toulouse;;;;
MIA;"MIA centralise la gestion de vos SaaS et des accès utilisateurs. Suivez vos
abonnements, contrôlez qui accède à vos données et réduisez vos coûts avec un
seul outil. Conçue pour les PME, MIA allie simplicité et efficacité, sans les coûts et la
complexité technique des grandes solutions. Adoptez une gestion claire et sécurisée
dès aujourd’hui !";https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/d9c102b4-b41b-43ad-a05b-dcab90c5fbc5;['tech&solutions', 'IA'];Site web non disponible;;Emplacement non spécifié;;;;;;;;;
MIAM;Miam développe un outil qui suggère au client, directement dans son parcours d’achat, des recettes personnalisées en fonction du rayon dans lequel il se trouve, de son historique de commandes, de ses goûts ou encore de ses marques préférées.;https://maddyness.twic.pics/2022/03/Capture-decran-2022-03-24-a-16.47.00.png?twic=v1/output=meancolor;;https://miam.tech/fr/;;;03.01.22;Amorçage;1.5 M€;;;;;;
MICE AND HUMANS PRÉMICES.CLIK;"Prémices, une plate-forme d'appui à la promotion d'un tourisme d'affaires local & responsable. 
* Des bons plans à gogo et en libre accès pour les entreprises qui organisent des events dans l'annuaire en ligne ou en vrai lors des Apéros et Villages de la Click. 
* Des services pour appuyer le développement et la visibilité des prestataires du tourisme d'affaires et des offices de tourisme auprès des entreprises locales";https://cdn-assets.inwink.com/backoffice-public/assets/pictures/00-inwink/no_picture.png;;Site web non disponible;;French Tech Alpes;;;;;;;;;
MICHELIN;"Promouvoir une mobilité responsable et durable, telle est la raison d'être de Michelin.
Depuis 1889, Michelin innove pour faciliter la mobilité des personnes et des biens. Acteur de référence sur tous les marchés du pneumatique et des services liés aux déplacements, le Groupe conduit une stratégie de croissance mondiale, durable et rentable pour offrir à chacun une meilleure façon d'avancer.";https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-michelin-fr-1-333x250.png;;;;;;;;;"Michelin Turing 22 Allée Alan Turing
                                                                                                                                                    63000
                                                                                                                CLERMONT-FERRAND";EVANGELISTA Marc                                        Directeur Incubateur;1889;Mobilité,                                                                             NewSpace;Grand Groupe
MICRODB;MicrodB a été fondé en 1994 pour offrir une expertise dans l’identification et la caractérisation des sources acoustiques. Ses prestations sont à forte valeur ajoutée, de l’édition de solution logicielle et du développement matériel associé.;https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-microdb.png;;;;;;;;;"28 chemin du Petit Bois
                                                                                                                                                    69130
                                                                                                                ECULLY";KOVALEVSKY Jean Paul                                        PDG;1994;Défense,                                                                             Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace;PME
MICROLIGHT3D;Microlight3D est un fabricant de machines de micro-impression 2D et 3D haute résolution, conçues pour des applications en micro-optique, en micro-fluidique, en micro-robotique, dans les méta-matériaux, la biologie cellulaire et les dispositifs médicaux. Créée en 2016, la société a installé plus de 150 systèmes à travers le monde.;https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/d9ed211d-3007-4ba7-8141-46c7ec35d95e;['RECHERCHE / LABO / FUTUR'];Site web non disponible;;Emplacement non spécifié;;;;;"5 avenue du grand sablon
                                                                                                                                                    38700
                                                                                                                LA TRONCHE";BARBIER Denis                                        CEO;2016;Industrie du futur,                                                                             Santé;PME
MICROOLED;Née en 2007, Microoled fournit des écrans OLED Near-Eye Displays (NED) pour une large gamme de produits, tels que les lunettes vidéo, les appareils de sport montés sur la tête, les viseurs d'appareils photo, les applications médicales et de nombreux autres appareils professionnels dans le monde entier. Ses micro-écrans OLED haute définition ont une très faible consommation d'énergie et une excellente qualité d'image.;https://maddyness.twic.pics/2023/07/Microoled.png?twic=v1/output=meancolor;['#deeptech'];http://www.microoled.net/;;;06.01.23;Série B;29.0 M€;;"10 rue d'Arménie
                                                                                                                                                    38040
                                                                                                                GRENOBLE";MARCELLIN-DIBON Eric                                        CEO & Co-Founder;2007;Défense,                                                                             Industrie du futur,                                                                             NewSpace,                                                                             Santé;PME
MICROP;L'entreprise microP est une start-up spécialisée dans le développement de kits de dosages spécifiques aux micropolluants dans l'environnement (eaux, sols, plantes...). L'idée est de proposer un produit sous forme de consommable de laboratoire, rendant accessible ce type d'analyse.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4c040fc0-acbe-4a0d-93b5-1bcf134600c0;;http://www.micro-p.eu/;;;;;;;;;;;
MICROPEP;Créée en 2016 à Toulouse, Micropep Technologies est une société française qui développe une technologie unique brevetée utilisant de petites protéines naturelles permettant de contrôler et diriger temporairement la génétique des plantes. Cette technologie s'appuie sur une découverte scientifique majeure faite au LRSV, Laboratoire public de Recherche en Sciences Végétales à Toulouse, et pour laquelle Micropep bénéficie d'une licence exclusive mondiale signée avec la SATT Toulouse Tech Transfer.;https://maddyness.twic.pics/2018/03/Capture-decran-2024-11-04-a-16.48.52.png?twic=v1/output=meancolor;;https://micro-pep.com/;;;07.01.24;Série B;27.0 M€;;;;;;
MICROPHYT;Production de micro-algues pour développer des ingrédients actifs naturels utilisables comme pour la confection de compléments alimentaires (propriétés : prévention du stress oxydant, nutrition sportive, prévention douleurs articulaires, perte de poids, m;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/9725c1bd-6a84-4d43-b5a7-8a87dd80d423;['#microalgues', '#Biotechnology'];http://www.microphyt.eu/;;;07.01.19;Série A;28.5 M€;;;;;;
MICROSOFT;Microsoft Corporation est une multinationale informatique et micro-informatique américaine, fondée en 1975 par Bill Gates et Paul Allen. Acteur engagé auprès des startups du monde entier à travers son programme Microsoft for startups, le groupe propose plusieurs programmes et initiatives pour accompagner l'innovation au niveau local et mondial.;https://maddyness.twic.pics/2020/07/logo-microsoft-scaled.jpg?twic=v1/output=meancolor;;https://www.microsoft.com/france/microsoft-en-france/;;;;;;;;;;;
MICROTEST;"La société MICROTEST est un distributeur français d'équipements, de consommables et de services pour la recherche et l'industrie de haute technologie dans le domaine de la microélectronique.
Depuis 1994, MICROTEST propose en France et en Europe (en Belgique, en Espagne, en Italie, au Portugal, en Suisse et en Afrique du Nord) les matériels et services les mieux adaptés aux exigences des universités, des laboratoires de R&D et industriels dans le domaine de la micro-électronique. Elle représente différents fabricants d’équipements et de consommables, aussi bien en front-end qu’en back-end. Elle assure également la maintenance des équipements auprès des clients. Elle propose des offres de vente de matériel d’occasion et de location.
Son développement s’appuie sur un réseau commercial et un service technique qui lui est propre.";https://www.minalogic.com/wp-content/uploads/2023/02/microtest.png;;;;;;;;;"ZA La garrigue du Rameyron
                                                                                                                                                    84830
                                                                                                                SÉRIGNAN DU COMTAT";BEDDELEM Laurent                                        Gérant de la présidente LMHB;1994;Chimie Environnement,                                                                             Energie Bâtiment,                                                                             Mobilité,                                                                             NewSpace,                                                                             Santé;PME
MIDDLEWARE;Née en 2022, Middleware est une plateforme d'observabilité cloud soutenue par Y Combinator qui révolutionne la façon dont les équipes de développement et d'exploitation déboguent les problèmes.;https://maddyness.twic.pics/2024/02/Middleware.jpg?twic=v1/output=meancolor;['#IT'];https://middleware.io/;;;04.01.23;Amorçage;462.0k€;;;;;;
MIDIPILE;"MIDIPILE : Conduire le changement.
Comme un plaidoyer pour une véritable mobilité responsable, Midipile a imaginé une nouvelle proposition de micro mobilité décarbonée, active et connectée. 
Elle s'articule autour d'une nouvelle idée du vélo à assistance électrique : 4 roues, carrossé, solaire, rapide et à usages augmentés.
C’est enfin une réelle alternative, véritablement décarbonée, légère et douce pour laisser au garage la lourde et encombrante voiture urbaine !";https://upload.prd.hbd.cloud.bpifrance.fr/570ce673-d1e9-4405-8b18-51348dd13a55;;http://www.midipile.com/;;;;;;;;;;;
MIDIPILE MOBILITY;Midipile Mobility développe la nouvelle génération de vélos à assistance électrique : 4 roues, 2 places, carrossé, solaire, rapide, léger et malin.;https://maddyness.twic.pics/2024/06/Midipile-Mobility.jpg?twic=v1/output=meancolor;['#mobilité'];https://www.midipile.eu/;;;06.01.24;Amorçage;2.0 M€;;;;;;
MIEUXPLACER.COM;MieuxPlacer.com est startup bordelaise de vente et de conseil pour les produits d'épargne.;https://maddyness.twic.pics/2018/12/Logo-MieuxPlacer.jpg?twic=v1/output=meancolor;;https://www.mieuxplacer.com/;;;;;;;;;;;
MIFCARE;Société de biotechnologie privée développant des thérapies anti-inflammatoires révolutionnaires avec un accent principal sur l'hypertension artérielle pulmonaire (HTAP);https://upload.prd.hbd.cloud.bpifrance.fr/093a7e6f-24aa-4c8e-ba62-4c3c335061b2;;http://www.mifcare.com/;;;;;;;;;;;
MIHOTEL;MiHotel est un spécialiste de la location de suites connectées haut de gamme situées en cœur de ville et de fourniture de services de conciergerie digitale. Le parc géré par la startup s'élève à une cinquantaine de suites connectées.;https://maddyness.twic.pics/2018/09/Logo-MiHotel.png?twic=v1/output=meancolor;;https://www.mihotel.fr/;;;;;;;;;;;
MIIMOSA;Lancée fin 2014, MiiMOSA est la 1ère plateforme de financement participatif exclusivement dédiée à l’agriculture et à l’alimentation. Au-delà d’offrir une alternative à la finance traditionnelle, MiiMOSA est un lieu d’échange, de partage et de solidarité entre une communauté de contributeurs et les porteurs de projet de ces secteurs. Après avoir accompagné, pendant 3 ans, des projets sur le modèle du « don avec contrepartie », début 2018 MiiMOSA renforce son offre de financement avec le « prêt participatif », permettant ainsi d’orienter l'épargne populaire vers les projets agricoles et alimentaires.;https://maddyness.twic.pics/2018/03/logo-373.png?twic=v1/output=meancolor;;http://www.miimosa.com/;;;03.01.21;Série B;7.5 M€;;;;;;
MIKUNA;Lancé en 2019, Mikuna est un concept de street-food ayant pour vocation de faire découvrir la cuisine péruvienne à travers un format de restauration hybride opérant midi et soir. Au total, Mikuna dispose de 7 points de vente et d’une offre traiteur pour répondre aux besoins évènementiels.;https://maddyness.twic.pics/2023/11/Mikuna.png?twic=v1/output=meancolor;['#foodtech / winetech'];https://www.mikunaparis.com/;;;11.01.23;Amorçage;1.0 M€;;;;;;
MILA;Mila propose une solution de thérapie musicale pour les enfants atteints de troubles de neurodéveloppement, comme la dyslexie.;https://maddyness.twic.pics/2021/03/Capture-decran-2021-03-25-a-18.25.00.png?twic=v1/output=meancolor;;https://www.mila-learn.com/;;;03.01.21;;4.0 M€;;;;;;
MILANGO;"Depuis 2015, Milango crée des solutions marketplace B2B, B2C, C2C de services et produits modulaires, flexibles et 100% personnalisables. Logiciel SaaS ou en sur mesure.
----------
Genèse : 
Les technologies Milango ont été initialement propulsées par SPLITECH. Milango offre aujourd'hui une des solutions les plus avancées du marché.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2b0693ca-5a01-41c4-b3eb-619125d9213d;;https://milango.io/;;;;;;;;;;;
MILE;Créé en 2016, Mile est l'éditeur de l'application Jooks, qui permet de visiter plusieurs centaines de villes dans le monde en courant, marchant, vélo ou fauteuil roulant. La startup mêle positionnement géographique et puissance des données (touristiques, pollution, météo, santé, etc.).;https://maddyness.twic.pics/2023/01/MILE_LOGO.jpeg?twic=v1/output=meancolor;;https://www.mile.eu.com/;;;01.01.23;Série A;1.1 M€;;;;;;
MILIBRIS;miLibris, leader de la publication numérique en France ! Nous nous adressons aux industries de la presse et du livre.;https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/HJMWzRIFf.png;['#Digital Media', '#Broadcasting'];http://www.milibris.com/;;;;;;;;;;;
MILLA;Milla conçoit, fabrique, développe et opère des navettes autonomes électriques à destination du transport de personnes et de biens;https://upload.prd.hbd.cloud.bpifrance.fr/2d406e8a-0697-4862-8ae3-d131f312606a;['#mobilité'];https://millagroup.fr/comingsoon/;;;10.01.23;Série A;15.0 M€;;;;;;
MILLE47 CONSEIL & COACHING;"Mille47 Conseil & Coaching accompagne les équipes dirigeantes dans leur transformation organisationnelle et culturelle. Croissance, internationalisation, diversification, changement de gouvernance, restructuration : l’approche de Mille47 Conseil & Coaching consiste à aligner l’Organisation par la Culture et la Vision.
• Diagnostic (organisationnel, managérial, culturel)
• Animation et développement de communautés managériales (échange de pratiques, co-développement, formation)
• Coaching individuel de dirigeants
• Cohésion et alignement des Codir/Comex
• Conduite de projets d’innovation managériale
La société est dirigée par Emmanuelle Schiavo, ancienne DRH (R&D, industrie métallurgique, microelectronique, outdoor..), consultante depuis 5 ans auprès des scale-ups et ETI industrielles et technologiques, et coach professionnelle certifiée (individuel et collectif).";https://www.minalogic.com/wp-content/uploads/2024/08/logo-mille-47.png;;;;;;;;;"95 Cours Berriat
                                                                                                                                                    38000
                                                                                                                GRENOBLE";SCHIAVO Emmanuelle                                        Gérante;2024;;PME
MILLENDO THERAPEUTICS SAS;La recherche et le développement de nouvelles stratégies thérapeutiques dans le domaine des maladies métaboliques.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/f22252b1-652d-49a1-8f49-b53c3504ef18;;http://www.millendo.com/;;;;;;;Ecully;;;;
MILLIDROP INSTRUMENTS SAS;MilliDrop développe et commercialise des instruments de culture et d'analyse haut-débit pour le marché des Life Sciences et du Diagnostic In Vitro.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b3014bee-8140-4d3a-86e8-d296ea664c3d;;;;;;;;;;;;;
MILLION VICTORIES;Million Victories est un studio indépendant de jeu video basé à Lyon. Il est notamment à l'origine du jeu multijoueur sur mobile Million Lords. La structure a été créée en 2017 par Benoit Ducrest et Céline Allary.;https://maddyness.twic.pics/2021/11/million-victories.jpg?twic=v1/output=meancolor;;;;;11.01.21;;2.6 M€;;;;;;
MILPA;"Milpa est la fintech dédiée à la transition écologique avec pour mission de valoriser les acteurs du changement et de promouvoir la consommation responsable. 
L'app récompense automatiquement sous forme de cashback les achats à impact positif réalisés en carte bancaire au sein d'un réseau de partenaires responsables.
Milpa, c’est un gage de qualité et des partenariats durables pour faire découvrir des commerces locaux et des boutiques en ligne sélectionnés selon la charte respectueuse Milpa.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/12c30b95-f78b-427c-996f-a89174bdf6d4;;;;;;;;;;;;;
MILUBO;Milubo et son réseau de commerces engagés proposent une solution zéro déchet en offrant une alternative aux emballages jetables avec des contenants consignés et réutilisables pour la vente à emporter ou en livraison.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/a0493fb6-289d-4f02-9727-bc015c7bf3e3;;https://www.milubo.com/;;;;;;;;;;;
MILVUE;Developed an artificial intelligence software to aid in radiological diagnosis;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/237b0636-1ebf-44ec-9a1c-d8aa47ad4425;;https://milvue.com/;;;12.01.21;Série A;8.0 M€;;;;;;
MIMBI;Lancée en 2023, Mimbi aide les marques et les agences à mesurer et à optimiser l'impact de leurs investissements dans les médias retail grâce à une plateforme SaaS. Cette dernière permet de connecter et organiser toutes les sources de données commerciales (réseaux de médias commerciaux, catalogues de produits, commerce électronique, données de vente, etc.), d'obtenir des informations et des recommandations pour mesurer et optimiser la performance, ainsi que stocker et partager des données (entrepôts de données, outils de BI, API...).;https://maddyness.twic.pics/2023/09/Mimbi.png?twic=v1/output=meancolor;['#retail'];https://www.mimbi.io/;;;09.01.23;Amorçage;1.5 M€;;;;;;
MIMBUS;"MIMBUS propose des solutions innovantes à base de simulateurs pour accélérer et optimiser l'apprentissage des métiers manuels. 
Nos solutions permettent à la fois de mettre en valeur les métiers manuels, de détecter les talents et compétences puis de les former. Nous avons pour cela créé une plateforme unique de suivi et de contrôles des aptitudes manuelles : VULCAN. En se connectant à n'importe quelle expérience VR/AR, elle permet le suivi et l'adaptation de la formation à chaque individu.";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/30ec75e3-cbb7-4c96-914e-a63609e0a96b;;;;;;;;;;;;;
MIMO DETECT;Description non disponible;https://cdn-assets.inwink.com/backoffice-public/assets/pictures/00-inwink/no_picture.png;;Site web non disponible;;Pavillon Région Auvergne-Rhône-Alpes;;;;https://www.linkedin.com/company/80672059;"2 Rue Roger Planchon Vénissieux, Auve 69200
France";BIGONI Jean David                                        Directeur Général;2021;Energie Bâtiment,                                                                             Mobilité;PME
MINALEA;Minalea développe des solutions de performance commerciale pour les assureurs et les bancassureurs, et notamment un Assistant Commercial Intelligent.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8ea366f6-2e78-420c-a2b2-c81145c4d9e0;;http://www.minalea.com/;;;;;;;;;;;
MINALOGIC;"Minalogic est le pôle de compétitivité de la transformation numérique en Auvergne-Rhône-Alpes.

Créé en 2005, le pôle de compétitivité Minalogic Auvergne-Rhône-Alpes est le moteur de la transformation numérique, au service des enjeux stratégiques de réindustrialisation, de souveraineté nationale et de développement durable. 
Le pôle anime un écosystème de 450 adhérents, dont 380 entreprises couvrant l’ensemble de la chaîne de la valeur du numérique, 18 organismes de recherche et de formation réunissant plus de 150 laboratoires, des collectivités territoriales, des investisseurs privés et des prestataires de service. 
Minalogic accélère les mises en relations qualifiées entre ces acteurs et booste leurs projets d’innovation et de business, en France, en Europe et à l’international.
S’appuyant sur l’expertise reconnue de son équipe d’animation, l’offre de services de Minalogic repose sur trois missions complémentaires : 
• l’animation d’un réseau d’innovation régional d’ambition internationale, 
• l’accompagnement de projets d’innovation 
• et la valorisation de l’expertise technologique de l'écosystème.
Depuis 2005, 1000 projets de R&D ont été labellisés et financés à hauteur de 1,2 milliard d'euros de subventions publiques, pour un investissement de R&D de plus de 2,9 milliards d'euros. Fort d’un réseau de plus de 20 000 contacts actifs, le pôle a initié près de 3 000 mises en relation ciblées et 15 000 rendez-vous B2B depuis sa création.";https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/c9142771-664c-4a5d-9348-f43f1a6ad9dd;['CYBERSECURITE', 'WOMEN IN TECH', 'tech&planet', 'ENERGIE', 'TERRITOIRES', 'IA', 'QUANTIQUE', 'RECHERCHE / LABO / FUTUR', 'tech&fab', 'ENTREPRENEURIAT/STARTUP', 'FINANCEMENT/INVESTISSEMENT', 'tech&solutions', 'PERFORMANCE / CROISSANCE', 'tech&space', 'tech&human', 'MICRO-ELECTRONIQUE', 'tech&you'];Site web non disponible;;Emplacement non spécifié;;;;;;;;;
MINATEC ENTREPRISES;Mise en relation et accompagnement d'industriels et de laboratoires publics pour des projets de développements communs sur le pôle MINATEC dans les salles blanches, des laboratoires et des bureaux spécifiquement adaptés.;https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-logo-minatec-entreprisesgif-0.gif;;;;;;;;;"Les Parcs du Vercors
                                                                                                                7, rue Antoine Polotti
                                                                                                                38024
                                                                                                                GRENOBLE";CARDINAL Pierre Edouard                                        Directeur Général;2003;Non applicable;PME
MINAUTOR;Minautor est une filiale créée par la communauté de business angels Minerva Investments en 2019. Il s'agit d'une plateforme en ligne recensant un grand catalogue de moteurs d'occasion à la vente. L'entreprise souhaite devenir le plus grand point de stockage en Europe pour fournir les moteurs des voitures, camions, bus mais aussi des engins de chantier et agricoles.;https://maddyness.twic.pics/2022/10/cropped-sigle-Minautor-inverse-1024x1024-1.png?twic=v1/output=meancolor;;https://www.minautor.fr/;;;10.01.22;Amorçage;4.0 M€;;;;;;
