title,description,address,logo_url,url
QUALIPLAINTE,Qualiplainte accompagne les plaignants dans le dépôt de leur plainte en ligne,"128 Chemin des Vieilles Vignes, La Tour-d'Aigues",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/q-de-qualiplainte.png,https://lespepitestech.com/startup-de-la-french-tech/qualiplainte-0
BLOBR,Le portail développeur pour partager et monétiser facilement ses APIs.,"1 Avenue du Champ de Mars, Orléans",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/dark-blobr-wordmark-large_1.png,https://lespepitestech.com/startup-de-la-french-tech/blobr
KAVVAL,"Kavval est une plateforme web qui permet aux coureurs, quel que soit leur niveau, de trouver et réserver des courses qui leur correspondent.","44 avenue Paul Kruger, 69100 Villeurbanne",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_kavval_1_2.png,https://lespepitestech.com/startup-de-la-french-tech/kavval
CLEVERMATE,Nous vous aidons à contacter les meilleurs étudiants pour des cours particuliers personnalisés et assurons un suivi sur mesure.,10 RUE DE PENTHIEVRE Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/capture_decran_2015-03-19_a_19.03.58_5.png,https://lespepitestech.com/startup-de-la-french-tech/clevermate
I-VIRTUAL,I-Virtual permet la mesure de ses variables physiologiques en faisant un simple selfie de 30 secondes.,"2 Rue Maurice Barres, Metz",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_ivirtual_v2020.png,https://lespepitestech.com/startup-de-la-french-tech/i-virtual
PETIT MISHA,Marque de puériculture éco-responsable made in France,"7 Allées de Chartres, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_petit_misha.png,https://lespepitestech.com/startup-de-la-french-tech/petit-misha
LOUISE MICHEL - EDITITRICE DE BEEGUP,Beegup : Le 1er réseau social des lycéens pour parler les langues étrangères avec des correspondants.,"2 Rue Diaz, Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logos_beegup_bleu.png,https://lespepitestech.com/startup-de-la-french-tech/louise-michel-edititrice-de-beegup
WOODISTRIB,Société de distribution de bois en direct scierie a destination des charpentiers et couvreurs français,"29 Rue Pradier, Ville-d'Avray",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_woodistrib.png,https://lespepitestech.com/startup-de-la-french-tech/woodistrib
JUSTAI,Une offre de service complète pour vous accompagner à chaque étape de votre mise en œuvre de l’IA,"71 Rue Marcel Paul, 27000 Évreux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_couleur_justai.png,https://lespepitestech.com/startup-de-la-french-tech/justai
"GILBERT (ALIAS, LA PÉPITE DU STOCKAGE)","Gilbert est le service de garde-meuble qui fait tout pour vous : collecte, stockage et livraison de vos affaires directement à la maison. Stockez sans vous déplacer !","5 Parvis Alan Turing, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/gilbert_logo_-_new_0.png,https://lespepitestech.com/startup-de-la-french-tech/gilbert-alias-la-pepite-du-stockage
POLY-DTECH,Poly-Dtech est une jeune entreprise créée par des experts en chimie dédiée à la recherche et développement (R&D) de nanomolécules fluorescentes dans le domaine de la santé et des sciences de la vie.,"15 Rue de l'Académie, Strasbourg",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_poly-dtech_300dpi_couleur_1.png,https://lespepitestech.com/startup-de-la-french-tech/poly-dtech
CHANGO,Roulez électrique en toute simplicité,"10 Rue de la Paix, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/banner_social.jpg,https://lespepitestech.com/startup-de-la-french-tech/chango
OLENERGIES,"Des batteries lithium LFP sans cobalt, très sûres et qui ont une durée de vie de 20 ans.",93100 Montreuil,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_olenergies_hd_0.png,https://lespepitestech.com/startup-de-la-french-tech/olenergies
WIMMOV,Le système de recommandation N°1 en France avec +2000 agents immobiliers partenaires,"314 Avenue du Prado, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/wimmov.png,https://lespepitestech.com/startup-de-la-french-tech/wimmov
ROADMATE,La carte de paiement dédiée à la mobilité durable!,"128 Rue la Boétie, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/r-icon.png,https://lespepitestech.com/startup-de-la-french-tech/roadmate
N'JOY SAS,L'application mobile qui référence les meilleurs bons plans,21 RUE DE TOULON,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/njoy_logo_3.png,https://lespepitestech.com/startup-de-la-french-tech/njoy-sas
I-VIRTUAL,I-Virtual permet la mesure de ses variables physiologiques en faisant un simple selfie de 30 secondes.,"2 Rue Maurice Barres, Metz",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_ivirtual_v2020.png,https://lespepitestech.com/startup-de-la-french-tech/i-virtual
KOANN,La nouvelle génération de plateforme dédiée à l'emploi,"Saint-Denis, La Réunion",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/koann-kisskissbankbank.png,https://lespepitestech.com/startup-de-la-french-tech/koann
BOROBO,Conception et fabrication de robots porteur-suiveur pour le transport de charges lourdes.,"61 Avenue Simone Veil, Nice",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_borobo_0.png,https://lespepitestech.com/startup-de-la-french-tech/borobo
SHAPR,App de networking & newsletter de talents Sales pour le recrutement en start-ups,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/shapr_logo_2019-02.png,https://lespepitestech.com/startup-de-la-french-tech/shapr-0
SONUP,Solutions audiologiques qui rendent accessibles et simples les évaluations auditives,"Rond-Point Benjamin Franklin, Montpellier",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_vert_orange_avec_baseline_2.png,https://lespepitestech.com/startup-de-la-french-tech/sonup
MANTY,Une plateforme d’optimisation des données pour les collectivités,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/manty.png,https://lespepitestech.com/startup-de-la-french-tech/manty
STARTUPP,Création de solutions innovantes pour les entreprises souhaitant se démarquer,"38 Rue Frédéric Joliot Curie, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/st-wcp.png,https://lespepitestech.com/startup-de-la-french-tech/startupp
KOANN,La nouvelle génération de plateforme dédiée à l'emploi,"Saint-Denis, La Réunion",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/koann-kisskissbankbank.png,https://lespepitestech.com/startup-de-la-french-tech/koann
NAWALI,"Nawali, créé en janvier 2018 par Aïta MAGASSA, est un groupe immobilier qui permet d'investir dans 5 pays d'Afrique de l’Ouest, en toute sécurité : Sénégal, Mali, Mauritanie, Gambie et Côte d’Ivoire.",12 rue des Chauffours 95000 Cergy,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_111.jpg,https://lespepitestech.com/startup-de-la-french-tech/nawali
DELIVERME.CITY,La seule solution de livraison urbaine,"38 Rue Mozart, Clichy",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_delivermecity_0.png,https://lespepitestech.com/startup-de-la-french-tech/delivermecity-0
8 IN ASIA,Agence de voyage qui propose des aventures fondatrices en petits groupes de voyageurs solo en Asie,"242 Boulevard Voltaire, 75011 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/8_in_asia_logo_transparent-14.png,https://lespepitestech.com/startup-de-la-french-tech/8-asia
FICHA,Ficha est une solution de tri des déchets pour les habitations collectives.,"6 Boulevard Maréchal Lyautey, 38000 Grenoble",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_2_9.png,https://lespepitestech.com/startup-de-la-french-tech/ficha
GROUPE MOBILITY,"Agence de relocation, nous facilitons l'arrivée des néo-bordelais ! Logement, Déménagement, écoles, comptes, on s'occupe de tout !","246 Cours de l'Argonne, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_1.jpg,https://lespepitestech.com/startup-de-la-french-tech/groupe-mobility
TEELT,Teelt est LA solution d'Onboarding Collaborateurs pour accueillir au mieux vos nouveaux collaborateurs,"La Défense Grande Arche, parvis de la Défense, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logoteelt.png,https://lespepitestech.com/startup-de-la-french-tech/teelt
GROUPE MOBILITY,"Agence de relocation, nous facilitons l'arrivée des néo-bordelais ! Logement, Déménagement, écoles, comptes, on s'occupe de tout !","246 Cours de l'Argonne, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_1.jpg,https://lespepitestech.com/startup-de-la-french-tech/groupe-mobility
TEELT,Teelt est LA solution d'Onboarding Collaborateurs pour accueillir au mieux vos nouveaux collaborateurs,"La Défense Grande Arche, parvis de la Défense, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logoteelt.png,https://lespepitestech.com/startup-de-la-french-tech/teelt
EVULPO,"Aide gratuite dans les matières scolaires, conformément aux programmes officiels dans 7 pays.","Schifflände 26, Zürich, Suisse",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/ev_clean_purple_rgb.png,https://lespepitestech.com/startup-de-la-french-tech/evulpo
HUMANS4HELP,"Nous sommes spécialisés dans la transformation digitale, l'intelligence artificielle et la Data Science.","15 Rue Jean Jaurès, Puteaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_h4h_2_1.jpg,https://lespepitestech.com/startup-de-la-french-tech/humans4help
KOANN,La nouvelle génération de plateforme dédiée à l'emploi,"Saint-Denis, La Réunion",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/koann-kisskissbankbank.png,https://lespepitestech.com/startup-de-la-french-tech/koann
ROADMATE,La carte de paiement dédiée à la mobilité durable!,"128 Rue la Boétie, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/r-icon.png,https://lespepitestech.com/startup-de-la-french-tech/roadmate
ETHICDRINKS,"Pionniers de la démarche durable dans le monde du vin, nous proposons des vins bio mais pas que : packagings 100% recyclés et recyclables, sans capsule ; valorisation des déchets, transport 0 carbone en train et en voilier avec le cargo TOWT","11 Cours du 30 Juillet, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_petit_7.png,https://lespepitestech.com/startup-de-la-french-tech/ethicdrinks
LA BANDE À COCO,La 1ère application dédiée au Made in France !,"7 Rue du 13E de Ligne, Nevers",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_horizontal_complet_sd_2.png,https://lespepitestech.com/startup-de-la-french-tech/la-bande-coco
BUYRCLUB,Gérez votre voiture directement depuis votre smartphone.,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_carre_5.png,https://lespepitestech.com/startup-de-la-french-tech/buyrclub
CASHBEE,"La volonté de mettre de côté est universelle, nous pensons que l’épargne intelligente doit l’être aussi.","58 Rue de la Victoire, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/capture_decran_2019-09-23_a_15.24.34.png,https://lespepitestech.com/startup-de-la-french-tech/cashbee
ONBOARD,"Nous aidons les fabricants de machine à transformer leurs manuels papiers, en manuels en 3D immersifs et intelligents grâce au support client instantané.","STATION F, Parvis Alan Turing, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_onboard_dark_17siwar.png,https://lespepitestech.com/startup-de-la-french-tech/onboard
ETHICDRINKS,"Pionniers de la démarche durable dans le monde du vin, nous proposons des vins bio mais pas que : packagings 100% recyclés et recyclables, sans capsule ; valorisation des déchets, transport 0 carbone en train et en voilier avec le cargo TOWT","11 Cours du 30 Juillet, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_petit_7.png,https://lespepitestech.com/startup-de-la-french-tech/ethicdrinks
LA BANDE À COCO,La 1ère application dédiée au Made in France !,"7 Rue du 13E de Ligne, Nevers",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_horizontal_complet_sd_2.png,https://lespepitestech.com/startup-de-la-french-tech/la-bande-coco
NAMR,Produire de la donnée à forte valeur ajoutée pour améliorer vos performances environnementales et commerciales.,"4 Rue Foucault, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/favicon_namr_260x260pxl_4.png,https://lespepitestech.com/startup-de-la-french-tech/namr-0
BUYRCLUB,Gérez votre voiture directement depuis votre smartphone.,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_carre_5.png,https://lespepitestech.com/startup-de-la-french-tech/buyrclub
WIZALY,Solution d'attribution algorithmique 100% data driven qui permet aux annonceurs de bénéficier d'une vision objective et complète de la performance de leur mix media et de maximiser le rendement de leurs investissements publicitaires.,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/decli_logo_wizaly_rvb_logo_wizaly_classic.jpg,https://lespepitestech.com/startup-de-la-french-tech/wizaly
C4SENSE,UN STUDIO D'IMPACT ENGAGÉ À CONSTRUIRE UNE ÉCONOMIE RESPONSABLE.,"26 Avenue d'Epremesnil, Chatou",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_simple_official.png,https://lespepitestech.com/startup-de-la-french-tech/c4sense
WONDER PARTNER'S,"Wonder Partner's, c'est une entreprise spécialisée dans la création d’application AR et la production d’éléments 3D.","10 Rond-Point de la Corbinerie, Rezé",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/wonder-partners-symbolequali_3.png,https://lespepitestech.com/startup-de-la-french-tech/wonder-partners
POWERSLIDE,Une plateforme simple et efficace qui facilite l’accès aux données pour les utilisateurs métiers,"Sainte-Marie, La Réunion",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_powerlide_rose.png,https://lespepitestech.com/startup-de-la-french-tech/powerslide
RDI-MANAGER,Une application de suivi de projet collaboratif avec une approche simplifiée pour structurer efficacement votre activité de recherche et développement.,"2 Rue Eugène Pottier, Trappes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_1_23.png,https://lespepitestech.com/startup-de-la-french-tech/rdi-manager
ASSDENT,"Plateforme de mise en relation entre assistantes dentaires et chirurgiens-dentistes (emploi, RH, métier)","194 Chemin Crous Del Mouly, Brens",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/assdent_logotransparent_0.png,https://lespepitestech.com/startup-de-la-french-tech/assdent
MADE IN FRANCE FOOD COURT,Le food court 100% made in France qui met à l'honneur une nouvelle région chaque semaine,"110 Rue de Bercy, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/lami_coq-logo-80.png,https://lespepitestech.com/startup-de-la-french-tech/made-france-food-court
STARTUPP,Création de solutions innovantes pour les entreprises souhaitant se démarquer,"38 Rue Frédéric Joliot Curie, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/st-wcp.png,https://lespepitestech.com/startup-de-la-french-tech/startupp
PETIT MISHA,Marque de puériculture éco-responsable made in France,"7 Allées de Chartres, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_petit_misha.png,https://lespepitestech.com/startup-de-la-french-tech/petit-misha
WIMMOV,Le système de recommandation N°1 en France avec +2000 agents immobiliers partenaires,"314 Avenue du Prado, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/wimmov.png,https://lespepitestech.com/startup-de-la-french-tech/wimmov
8 IN ASIA,Agence de voyage qui propose des aventures fondatrices en petits groupes de voyageurs solo en Asie,"242 Boulevard Voltaire, 75011 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/8_in_asia_logo_transparent-14.png,https://lespepitestech.com/startup-de-la-french-tech/8-asia
STOCKON,Le spécialiste du stockage sans engagement,"80 Rue de Saint- Genès, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/download_32.png,https://lespepitestech.com/startup-de-la-french-tech/stockon
WOODISTRIB,Société de distribution de bois en direct scierie a destination des charpentiers et couvreurs français,"29 Rue Pradier, Ville-d'Avray",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_woodistrib.png,https://lespepitestech.com/startup-de-la-french-tech/woodistrib
NAWALI,"Nawali, créé en janvier 2018 par Aïta MAGASSA, est un groupe immobilier qui permet d'investir dans 5 pays d'Afrique de l’Ouest, en toute sécurité : Sénégal, Mali, Mauritanie, Gambie et Côte d’Ivoire.",12 rue des Chauffours 95000 Cergy,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_111.jpg,https://lespepitestech.com/startup-de-la-french-tech/nawali
LOUISE MICHEL - EDITITRICE DE BEEGUP,Beegup : Le 1er réseau social des lycéens pour parler les langues étrangères avec des correspondants.,"2 Rue Diaz, Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logos_beegup_bleu.png,https://lespepitestech.com/startup-de-la-french-tech/louise-michel-edititrice-de-beegup
N'JOY SAS,L'application mobile qui référence les meilleurs bons plans,21 RUE DE TOULON,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/njoy_logo_3.png,https://lespepitestech.com/startup-de-la-french-tech/njoy-sas
TEELT,Teelt est LA solution d'Onboarding Collaborateurs pour accueillir au mieux vos nouveaux collaborateurs,"La Défense Grande Arche, parvis de la Défense, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logoteelt.png,https://lespepitestech.com/startup-de-la-french-tech/teelt
BKUBE,Solution de sauvegarde et stockage sécurisé de données professionnelles,"106 Boulevard René Cassin, Nice",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_bkube_texte.png,https://lespepitestech.com/startup-de-la-french-tech/bkube
EVULPO,"Aide gratuite dans les matières scolaires, conformément aux programmes officiels dans 7 pays.","Schifflände 26, Zürich, Suisse",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/ev_clean_purple_rgb.png,https://lespepitestech.com/startup-de-la-french-tech/evulpo
NOVABRICKS,"Créez des applications métier sur mesure, sans code (ou en ajoutant très peu de code).","165 Av. de Bretagne, Lille, France",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/novabricks_logo_carre_couleur_rvb_1000_1.png,https://lespepitestech.com/startup-de-la-french-tech/novabricks
DELIVERME.CITY,La seule solution de livraison urbaine,"38 Rue Mozart, Clichy",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_delivermecity_0.png,https://lespepitestech.com/startup-de-la-french-tech/delivermecity-0
OLENERGIES,"Des batteries lithium LFP sans cobalt, très sûres et qui ont une durée de vie de 20 ans.",93100 Montreuil,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_olenergies_hd_0.png,https://lespepitestech.com/startup-de-la-french-tech/olenergies
CHANGO,Roulez électrique en toute simplicité,"10 Rue de la Paix, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/banner_social.jpg,https://lespepitestech.com/startup-de-la-french-tech/chango
SONUP,Solutions audiologiques qui rendent accessibles et simples les évaluations auditives,"Rond-Point Benjamin Franklin, Montpellier",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_vert_orange_avec_baseline_2.png,https://lespepitestech.com/startup-de-la-french-tech/sonup
JUSTAI,Une offre de service complète pour vous accompagner à chaque étape de votre mise en œuvre de l’IA,"71 Rue Marcel Paul, 27000 Évreux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_couleur_justai.png,https://lespepitestech.com/startup-de-la-french-tech/justai
CONNECT AVIS,La solution pour laisser un avis en 5 secondes,"Tour de la Boule d’Or, Boulevard Flaugergues, 12000 Rodez",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logov-modified_2.png,https://lespepitestech.com/startup-de-la-french-tech/connect-avis
BUYRCLUB,Gérez votre voiture directement depuis votre smartphone.,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_carre_5.png,https://lespepitestech.com/startup-de-la-french-tech/buyrclub
PLATON,La plateforme 100 % digitale qui simplifie le placement de votre trésorerie.,"229 Rue Saint-Honoré, 75001 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_380.png,https://lespepitestech.com/startup-de-la-french-tech/platon
V.BIOTECH,"Le marc de café, une ressource durable pour le monde",rond point de bezanne 51058,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_site_0.png,https://lespepitestech.com/startup-de-la-french-tech/vbiotech
ASK FOR THE MOON,IA de co-génération de savoir-faire critiques pour l'industrie,"18 Rue de la Fontaine au Roi, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/askforthemoon_logo_margins_1.png,https://lespepitestech.com/startup-de-la-french-tech/ask-moon
TRAPSTER,Un système de honeypot pour surveiller votre réseau sans effort,"28 Rue du Chemin Vert, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/trapster_logo.png,https://lespepitestech.com/startup-de-la-french-tech/trapster
SKILLBERG,"Gérez, Suivez et Développez les compétences de votre équipe",75 Boulevard Vauban,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/group_52.png,https://lespepitestech.com/startup-de-la-french-tech/skillberg
STIRWELD,Les solutions de soudage par friction malaxage (FSW) les moins chères et les plus polyvalentes du marché,"4k Rue du Lieutenant Colonel Dubois, 35000 Rennes, France",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/stirweld_logo.jpeg,https://lespepitestech.com/startup-de-la-french-tech/stirweld
KRESKI,Libérez votre potentiel grâce à votre assistant à distance,"1 Rue Sainte-Anne, Jouars-Pontchartrain",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/base_logo_white_background_0.png,https://lespepitestech.com/startup-de-la-french-tech/kreski
REDSTONE,Solution de gestion de la maintenance technique,"10 Allée Evariste Galois, 63000 Clermont-Ferrand",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-redstone-rouge.png,https://lespepitestech.com/startup-de-la-french-tech/redstone
POINT AUDIT,L'application d’audit en ligne pour les professionnels de l’hôtellerie✨,paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_simple_grand.png,https://lespepitestech.com/startup-de-la-french-tech/point-audit
MA MEILLEURE ENERGIE,Ma Meilleure Energie : Courtier en énergie professionnel / Centrale Photovoltaïque / Bornes de recharges VE,10 PL VENDOME,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_energie_seul_0.png,https://lespepitestech.com/startup-de-la-french-tech/ma-meilleure-energie
APP EASE,Location d'applications mobiles personnalisables à prix accessible,"4 Allée des Saules, 74000 Annecy",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/app_0.png,https://lespepitestech.com/startup-de-la-french-tech/app-ease
CUSTOMER-SQUARE,Editeur de logiciels d'amélioration des interactions clients,"7 Rue Léo Delibes, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_cross-cx_1_0.png,https://lespepitestech.com/startup-de-la-french-tech/customer-square
NEKO CONCEPT,"Spécialiste du Design UX / UI, Design Sprint et expert Adalo.","82 Rue du Point du Jour, Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-les-pepites-tech-white.png,https://lespepitestech.com/startup-de-la-french-tech/neko-concept
TROISPETITSPOINTS,Maison de littérature sonore pour la jeunesse,43 RUE DE LA LICORNE Tournefeuille,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/capture_decran_2018-03-28_a_11.49.35.png,https://lespepitestech.com/startup-de-la-french-tech/troispetitspoints
ELEVO,"Facilite le feedback au sein des organisations, afin de suivre et de développer chacun des collaborateurs.","24 Rue du Pré Saint-Gervais, Pantin",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/capture_decran_2019-10-28_a_11.10.35.png,https://lespepitestech.com/startup-de-la-french-tech/elevo
CARDIAG,Votre Diagnostic Automobile Facile,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_1_22.png,https://lespepitestech.com/startup-de-la-french-tech/cardiag
TALENT PROGRAM,Recrutement de hauts potentiels avec résultats garantis dès la prise de poste,"15 Rue Pierre Dupont, Grenoble",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/cabinet-de-recrutement-talent-program.png,https://lespepitestech.com/startup-de-la-french-tech/talent-program
MISSION RGPD,La plateforme logicielle collaborative accompagne les DPO et département juridique et propulse les cabinets d'avocats et cabinets de conseil.,Lyon,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/mission_rgpd.jpg,https://lespepitestech.com/startup-de-la-french-tech/mission-rgpd
SALESDORADO,La référence des ressources & bonnes pratiques biz dev,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_80.jpg,https://lespepitestech.com/startup-de-la-french-tech/salesdorado
UGOFRESH,La marketplace BtoB des fruits & légumes,"Saint-Charles, Perpignan",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/ugofresh_logo.png,https://lespepitestech.com/startup-de-la-french-tech/ugofresh
RAPIDLE,Solution de Click & Collect et Livraison pour les commerçants de proximité.,Fontainebleau,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-couleurs_1.png,https://lespepitestech.com/startup-de-la-french-tech/rapidle-0
DARWIN NUTRITION,Darwin Nutrition est le nouveau média qui explore le meilleur de l'alimentation,Bordeaux,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_darwin_nutrition.jpg,https://lespepitestech.com/startup-de-la-french-tech/darwin-nutrition
REDIRECTION.IO,"Solution permettant aux responsables marketing et SEO de surveiller et corriger les erreurs de trafic, et de ne plus perdre de clients","18 Avenue Parmentier, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/redirectionio-logo_0.png,https://lespepitestech.com/startup-de-la-french-tech/redirectionio
LES MIRACULEUX,Vitamines et compléments alimentaires sous forme de gummies,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/miracu.png,https://lespepitestech.com/startup-de-la-french-tech/les-miraculeux
TUTEUR À L'HEURE,"Startup de soutien scolaire, se focalisant sur l'humain et la pédagogie de ses tuteurs (étudiants-professeurs)","22 Rue de Vanves, Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/tuteuralheure_blocmarque_blocmarque_pourfondclair_copie_1.png,https://lespepitestech.com/startup-de-la-french-tech/tuteur-lheure
