url;name;tags;date_info;description;website;social_links;employees;founders;funding
https://www.jaimelesstartups.fr/dracula-technologies-solutions-photovoltaiques-pour-alimenter-des-appareils-electroniques/;Dracula Technologies;#Startup, #B2B, #environnement, #Tech, #B2B, #Tech, #transport, #B2B, #Tech, #B2B, #Economie Collaborative, #Tech, #B2B, #environnement, #Tech;Dernière mise à jour : 22/10/2024 à 18:05, publié le : 25/02/2021;Une solution éco-responsable pour alimenter les objets connectés à basse consommation d’énergie. Notre technologie est capable de capter la lumière ambiante (naturelle ou artificielle) pour la transformer en énergie électrique.;https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Dracula Technologies;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Dracula Technologies'}, {'type': 'other', 'url': 'https://dracula-technologies.com/blog/'}, {'type': 'facebook', 'url': 'https://www.facebook.com/DraculaTechnologies/?notif_id=1612769343989622¬if_t=page_tag&ref=notif'}, {'type': 'twitter', 'url': 'https://twitter.com/DraculaTech'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/11040970/admin/'}];;;
https://www.jaimelesstartups.fr/homapi-carnet-dinformation-du-logement-dote-dune-ia/;Homapi;#Startup, #B2B, #immobilier, #services, #B2B, #immobilier, #services, #B2B, #immobilier, #services, #B2B, #B2C, #Economie Collaborative, #services, #B2B, #immobilier, #services;Dernière mise à jour : 22/10/2024 à 16:31, publié le : 11/06/2024;"Homapi utilise l’IA pour analyser l’environnement et le potentiel d’un bien
immobilier
. Sur la base d’informations récoltées tels que les diagnostics, les factures et divers contrats, Homapi apporte des recommandations spécifiques pour la vente, la location ou la rénovation.";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Homapi;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Homapi'}, {'type': 'facebook', 'url': 'https://www.facebook.com/profile.php?id=61557003304056'}, {'type': 'other', 'url': 'https://www.instagram.com/homapi_hq'}, {'type': 'twitter', 'url': 'https://x.com/Homapi_'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/homapi-hq/'}];;;
https://www.jaimelesstartups.fr/agon-entrainement-sportif-grace-a-la-realite-virtuelle/;Agon;#Startup, #B2B, #Loisirs & Sport, #Metaverse, #Tech, #B2B, #B2C, #Loisirs & Sport, #Tech, #B2B, #B2C, #Loisirs & Sport, #Tech, #B2B, #B2C, #Loisirs & Sport, #Metaverse, #Tech, #B2B, #B2C, #Loisirs & Sport, #Tech;Dernière mise à jour : 22/10/2024 à 17:42, publié le : 25/10/2021;"AGON propose de nouvelles techniques d’entraînement pour les sportifs grâce à des outils technologiques innovants comme la réalité virtuelle.
Nous développons des solutions permettant l’intégration de la dimension cognitive dans la préparation et l’entraînement des athlètes.
Nous travaillons également sur une solution de vidéos intelligentes, pour rendre les séances vidéos plus pertinentes et attrayantes grâce à un visionnage en immersion dans le casque de réalité virtuelle et l’ajout d’algorithmes afin d’opter pour le bon geste et la bonne posture dans sa discipline.";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Agon;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Agon'}, {'type': 'facebook', 'url': 'https://www.facebook.com/agonleaguevr'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/agon-league/?viewAsMember=true'}];;;
https://www.jaimelesstartups.fr/codistwa-learning-plateforme-formation-datascience/;Codistwa Learning;#Startup, #B2B, #B2C, #Education & Culture, #Tech, #B2B, #B2C, #Education & Culture, #B2B, #B2C, #Education & Culture, #Emploi & Entreprise, #B2B, #Education & Culture, #Tech, #B2B, #B2C, #Education & Culture, #Tech;Dernière mise à jour : 22/10/2024 à 17:05, publié le : 06/02/2023;"Nous proposons des cours de Data Science sous forme de vidéos courtes ou de livres. Les concepts sont expliqués avec des illustrations.
Pour la partie pratique, nous proposons des projets guidés et un entraînement aux entretiens techniques.
Enfin les apprenant.es ont accès à une communauté ainsi qu’à un mentor pour se motiver et progresser rapidement.";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Codistwa Learning;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Codistwa Learning'}, {'type': 'other', 'url': 'http://codistwa.com/blog'}, {'type': 'facebook', 'url': 'https://www.facebook.com/profile.php?id=100077268443198'}, {'type': 'other', 'url': 'https://www.instagram.com/codistwa/'}, {'type': 'twitter', 'url': 'https://twitter.com/codistwa'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/codistwa/'}];;;
https://www.jaimelesstartups.fr/check-it-easy-application-de-formation-pour-les-professionnels-de-sante/;Check it easy;#Startup, #B2B, #B2C, #Education & Culture, #Sante Hygiène, #B2B, #B2C, #Education & Culture, #services, #B2B, #B2C, #Education & Culture, #B2B, #B2C, #Education & Culture, #services, #B2B, #Education & Culture, #Emploi & Entreprise;Dernière mise à jour : 22/10/2024 à 17:02, publié le : 05/04/2023;Triptyque pédagogique unique composé de capsules de micro-apprentissage favorisant l’ancrage mémoriel (quiz), checklists interactives, pas-à-pas et audio reprenant les protocoles officiels de soins d’urgence et rapports d’exécution automatique mesurant la performance en temps réel.;https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Check it easy;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Check it easy'}, {'type': 'other', 'url': 'https://www.checkiteasy.app/blog'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/checkiteasy-app/?viewAsMember=true'}];;;
https://www.jaimelesstartups.fr/dishop-solution-de-commande-en-ligne-pour-restaurant/;Dishop;#Startup, #B2B, #Food & beverage, #Tech, #B2B, #Food & beverage, #Tech, #B2B, #B2C, #Food & beverage, #Tech, #B2B, #Food & beverage, #Tech, #B2B, #Food & beverage, #Tech;Dernière mise à jour : 22/10/2024 à 17:52, publié le : 28/06/2021;"Dishop propose une solution 360 de commande en ligne pour restaurateur sans coût de déploiement et sans commission disponible en 24h !
Optez pour une solution complète :
● Améliorez votre image de marque et communiquez gratuitement avec vos clients grâce à votre application mobile de commande
● Propulsez votre activité avec un site click and collect à votre image
● Vous n’avez pas de livreur ? Dishop vous met en relation avec des coursiers indépendants ! Sélectionnez les meilleurs et contrôlez les coûts pour chaque livraison.
● Vous avez des livreurs ? Gérez efficacement votre flotte avec l’application mobile de gestion des livraisons.
● Bénéficiez en plus de ça des meilleurs outils d’acquisition et de marketing intégrés : Push Notifications, Emailing, Programme fidélité, tracking temps réel…
Plutôt de la commande sur place ?
● Choisissez la solution de borne de commande et gérez au mieux vos pics d’affluence
Bénéficiez d’une démo gratuite sur : https://dishop.co/
Ou contactez-nous au 07 60 22 25 31";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Dishop;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Dishop'}, {'type': 'other', 'url': 'https://dishop.co/2021/05/20/solution-commande-en-ligne-2021/'}, {'type': 'facebook', 'url': 'https://www.facebook.com/dishopInc/'}, {'type': 'twitter', 'url': 'https://twitter.com/DISHOP15'}, {'type': 'linkedin', 'url': 'https://fr.linkedin.com/company/dishop'}];;;
https://www.jaimelesstartups.fr/eurecab/;Eurecab;#Startup, #B2C, #transport, #B2B, #B2C, #startup, #transport, #B2C, #Tech, #transport, #B2B, #B2C, #Tourisme Voyage, #transport, #B2B, #B2C, #Economie Collaborative, #transport;Dernière mise à jour : 22/10/2024 à 19:06, publié le : 19/08/2015;Eurecab est le Booking.com des taxis, il compare plus des dizaines de sociétés de taxi/VTC et vous donne le prix le plus attractif, spécifiquement pour votre trajet. Nous permettons ainsi à nos clients de réaliser des économies sur leurs trajets en véhicule avec chauffeur.;https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Eurecab;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Eurecab'}, {'type': 'other', 'url': 'http://blog.eurecab.com/'}, {'type': 'facebook', 'url': 'https://www.facebook.com/pages/Eurecab/1548199798732847'}, {'type': 'twitter', 'url': 'https://twitter.com/eurecabfr'}];;;
https://www.jaimelesstartups.fr/midipile-bon-plan-groupon-offre-de-reduction/;MidiPile;#Startup, #B2C, #services, #B2B, #Economie Collaborative, #transport, #B2C, #Economie Collaborative, #services, #B2B, #B2C, #services, #B2B, #B2C, #services;Dernière mise à jour : 22/10/2024 à 19:20, publié le : 07/11/2012;"Midipile est un nouveau média utilisant la
puissance des concours
pour présenter les actualités des marques, le lancement de nouveaux produits ou services, présentation d’éditions limitées ou d’offres exclusives… Le concept est simple.
Chaque jour à midi pile
, de nouveaux produits sont présentés sur www.midipile.com. Les internautes comparent et choisissent le produit qu’ils souhaitent remporter.
Un tirage au sort
désigne le(s) vainqueur(s) dès la fin de la présentation de l’offre.
Comment avez vous eu l’idée ?";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=MidiPile;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=MidiPile'}];;;
https://www.jaimelesstartups.fr/avenuedesvins/;AVENUEDESVINS;#Startup, #B2B, #B2C, #Food & beverage, #B2C, #Education & Culture, #Food & beverage, #B2B, #B2C, #Food & beverage, #Tourisme Voyage, #B2B, #B2C, #Education & Culture, #Food & beverage, #B2B, #B2C, #Food & beverage;Dernière mise à jour : 22/10/2024 à 18:59, publié le : 13/06/2016;"Nous proposons de mettre en relation des vignerons en France et des acheteurs en Europe qui se fournissent directement au domaine .
C’est une offre complète pour les viticulteurs : vitrine sur internet et prise en charge de la logistique complète.
Un accompagnement client adapté : une vidéo de dégustation par produits réalisé avec des professionnels du vin (Oenologues, sommeliers) afin de pouvoir guider les acheteurs";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=AVENUEDESVINS;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=AVENUEDESVINS'}, {'type': 'other', 'url': 'http://blog.avenuedesvins.fr/'}, {'type': 'facebook', 'url': 'https://www.facebook.com/Avenuedesvins'}, {'type': 'twitter', 'url': 'https://twitter.com/Avenuedesvins'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/in/direction-avenuedesvins-fr-96026a3b'}];;;
https://www.jaimelesstartups.fr/retraiteadvisor-marketplace-maison-retraite/;RetraiteAdvisor;#Startup, #B2B, #B2C, #Economie Collaborative, #Famille & Société, #B2B, #B2C, #Famille & Société, #B2B, #B2C, #Economie Collaborative, #B2B, #B2C, #Economie Collaborative, #B2B, #B2C, #Economie Collaborative, #Famille & Société;Dernière mise à jour : 22/10/2024 à 18:39, publié le : 28/11/2018;RetraiteAdvisor.com est un comparateur en ligne, gratuit, des maisons de retraite en France. Le concept repose sur les avis, notes et témoignages laissés par les résidents actuels et leurs proches pour aider les familles qui recherchent à faire le bon choix.;https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=RetraiteAdvisor;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=RetraiteAdvisor'}, {'type': 'facebook', 'url': 'https://www.facebook.com/RetraiteAdvisor/?ref=bookmarks'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/retraiteadvisor/'}];;;
https://www.jaimelesstartups.fr/ideta-creation-de-bot-conversationnel-en-no-code/;Ideta;#Startup, #B2B, #services, #Tech, #B2B, #services, #Tech, #B2B, #services, #Tech, #B2B, #Tech, #B2B, #services, #Tech;Dernière mise à jour : 22/10/2024 à 17:39, publié le : 24/11/2021;"Ideta propose un logiciel qui permet aux entreprises de créer très facilement des chatbots, voicebots et callbots. Les bots créés avec notre plateforme ont de divers cas d’usage allant du support client à l’assistance RH.
La solution no-code rend accessible à tout le monde la création de chatbots et l’utilisation d’algorithmes de reconnaissance du langage les plus performants au monde.
Notre solution est multicanal, avec notre logiciel vous pouvez déployer vos bots sur Messenger, Slack, Teams ou même Google Home en vocal.
Elle est collaborative, simple à utiliser afin de permettre son accès au plus grand nombre tout en étant performante avec les meilleures IA et un large choix de NLP.
Pour finir elle est sécurisante avec un choix proposé de 3 types d’hébergement, en SaaS, en cloud dédié ou sur vos serveurs on premise.";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Ideta;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Ideta'}, {'type': 'other', 'url': 'https://www.ideta.io/blog'}, {'type': 'facebook', 'url': 'https://www.facebook.com/IdetaSales/'}, {'type': 'twitter', 'url': 'https://twitter.com/Ideta_Fr?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/eta-fr/'}];;;
https://www.jaimelesstartups.fr/generation-2-0-agence-community-management-gen-y/;Generation 2.0;#Startup, #B2B, #Emploi & Entreprise, #Evenementiel & Communication, #B2B, #Evenementiel & Communication, #services, #B2B, #Emploi & Entreprise, #Evenementiel & Communication, #B2B, #Evenementiel & Communication, #B2B, #Evenementiel & Communication, #immobilier;Dernière mise à jour : 22/10/2024 à 19:21, publié le : 27/04/2012;"Les entreprises, quel que soit le secteur et la problématique ont besoin de
se donner de la visibilité et de rassurer leurs futurs clients
: nous répondons principalement à ces deux problématiques.";https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Generation 2.0;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Generation 2.0'}, {'type': 'other', 'url': 'http://www.generation20.fr/category/blog/'}];;;
https://www.jaimelesstartups.fr/allo-louis-plateforme-de-mise-en-relation-entre-senior-et-etudiants/;Allo Louis;#Startup, #B2B, #B2C, #Economie Collaborative, #services, #B2B, #B2C, #Famille & Société, #B2B, #B2C, #services, #B2B, #B2C, #Economie Collaborative, #services, #B2B, #B2C, #Economie Collaborative, #Food & beverage;Dernière mise à jour : 22/10/2024 à 18:28, publié le : 22/11/2019;Un numéro de téléphone est mis à disposition de nos bénéficiaires seniors par lequel ils nous transmettent leurs besoins. Il peut s’agir d’une ampoule à changer, une imprimante à installer, des courses à livrer ou d’une simple promenade. Ces besoins sont transmis localement à notre communauté d’étudiants de confiance qui entrent en relation avec le senior pour prévoir une visite. Le jour de la visite, l’étudiant se déplace au domicile du senior et répond au besoin, l’occasion aussi d’échanger et passer un bon moment. L’étudiant est rémunéré directement par le senior et Allo Louis se charge de toutes les démarches administratives. Un grand service rendu pour le senior, une nouvelle relation qui s’est créée et un job à impact pour l’étudiant.;https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Allo Louis;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Allo Louis'}, {'type': 'facebook', 'url': 'https://www.facebook.com/AlloLouisfr/?modal=admin_todo_tour'}, {'type': 'twitter', 'url': 'https://twitter.com/home?lang=fr'}];;;
https://www.jaimelesstartups.fr/quavy-simplifie-la-creation-et-le-partage-de-votre-contenu-twitch/;Quavy;#Startup, #B2B, #B2C, #Loisirs & Sport, #Tech, #B2B, #B2C, #Loisirs & Sport, #Tech, #B2B, #B2C, #Tech, #B2B, #B2C, #Loisirs & Sport, #Tech, #B2B, #B2C, #Fintech & LegalTech, #Tech;Dernière mise à jour : 22/10/2024 à 17:16, publié le : 09/09/2022;Quavy est un SaaS et s’axe autour de 3 étapes : Dérush – Editing – Partage : vos clips Twitch sont récupérés et intégrer à votre vidéo, vous pouvez ensuite l’éditer rapidement via notre logiciel de montage intégré et enfin la partager automatiquement sur tous vos réseaux sociaux (TikTok, Instagram, Youtube, Twitter,…).;https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Quavy;[{'type': 'other', 'url': 'https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Quavy'}, {'type': 'other', 'url': 'https://www.quavy.app/blog'}, {'type': 'other', 'url': 'https://www.instagram.com/quavy_app/'}, {'type': 'twitter', 'url': 'https://twitter.com/Quavy_app'}, {'type': 'linkedin', 'url': 'https://www.linkedin.com/company/quavy/'}];;;
