financement_id,entreprise_id,Date dernier financement,Série,Montant_def,valeur_entreprise
3236,3236,,,,
3237,3237,,,,
3238,3238,,,,
3239,3239,,,2000000.0,€8—12m
3240,3240,,,,
3241,3241,,,77600000.0,€99—149m
3242,3242,,,,
3243,3243,,,,
3244,3244,,,,
3245,3245,,,,
3246,3246,,,41400000.0,€145—218m
3247,3247,,,,
3248,3248,,,,
3249,3249,,,2500000.0,€8—12m
3250,3250,,,500000.0,
3251,3251,,,,
3252,3252,,,,
3253,3253,,,,
3254,3254,,,500000.0,€2—3m
3255,3255,,,,
3256,3256,,,,
3257,3257,,,530000.0,
3258,3258,,,,
3259,3259,,,,
3260,3260,,,,
3261,3261,,,19000000.0,€8—12m
3262,3262,,,,
3263,3263,,,,
3264,3264,,,,
3265,3265,,,,
3266,3266,,,,
3267,3267,,,,
3268,3268,,,,
3269,3269,,,,
3270,3270,,,,
3271,3271,,,,
3272,3272,,,,
3273,3273,,,480000.0,
3274,3274,,,,
3275,3275,,,,
3276,3276,,,,€466m
3277,3277,,,3300000.0,€5—8m
3278,3278,,,,
3279,3279,,,,
3280,3280,,,4000000.0,€16—24m
3281,3281,,,,
3282,3282,,,,
3283,3283,,,,
3284,3284,,,,
3285,3285,,,,
3286,3286,,,,
3287,3287,,,2000000.0,€8—12m
3288,3288,,,,
3289,3289,,,,
3290,3290,,,1500000.0,€6—9m
3291,3291,,,1500000.0,€6—9m
3292,3292,,,,
3293,3293,,,,
3294,3294,,,,
3295,3295,,,,
3296,3296,,,1000000.0,€4—6m
3297,3297,,,,
3298,3298,,,,
3299,3299,,,137000000.0,
3300,3300,,,,
3301,3301,,,1000000.0,
3302,3302,,,,
3303,3303,,,,
3304,3304,,,,
3305,3305,,,,
3306,3306,,,5800000.0,€17—26m
3307,3307,,,6600000.0,€20—30m
3308,3308,,,1000000.0,€4—6m
3309,3309,,,40500000.0,€138m
3310,3310,,,1500000.0,€6—9m
3311,3311,,,10000000.0,€28—42m
3312,3312,,,,
3313,3313,,,15500000.0,€62—93m
3314,3314,,,,
3315,3315,,,1800000.0,€7—11m
3316,3316,,,600000.0,€2—4m
3317,3317,,,,
3318,3318,,,1700000.0,€7—10m
3319,3319,,,,
3320,3320,,,,
3321,3321,,,2500000.0,€10—15m
3322,3322,,,,
3323,3323,,,,
3324,3324,,,,
3325,3325,,,,
3326,3326,,,,
3327,3327,,,,
3328,3328,,,,
3329,3329,,,850000.0,€3—5m
3330,3330,,,,
3331,3331,,,,
3332,3332,,,1000000.0,€4—6m
3333,3333,,,,
3334,3334,,,,
3335,3335,,,,
3336,3336,,,,
3337,3337,,,2700000.0,€11—16m
3338,3338,,,,
3339,3339,,,,
3340,3340,,,,
3341,3341,,,541000.0,€7m
3342,3342,,,,
3343,3343,,,,
3344,3344,,,,
3345,3345,,,16000000.0,€48—72m
3346,3346,,,1200000.0,€5—7m
3347,3347,,,,
3348,3348,,,,
3349,3349,,,,
3350,3350,,,283000000.0,€750m
3351,3351,,,,
3352,3352,,,,
3353,3353,,,,
3354,3354,,,,
3355,3355,,,,
3356,3356,,,,
3357,3357,,,,
3358,3358,,,30000000.0,€120—180m
3359,3359,,,1400000.0,€5—8m
3360,3360,,,4500000.0,€18—27m
3361,3361,,,,
3362,3362,,,,
3363,3363,,,,
3364,3364,,,,
3365,3365,,,,
3366,3366,,,,
3367,3367,,,487000000.0,€5.8b
3368,3368,,,,
3369,3369,,,,
3370,3370,,,12000000.0,€40—60m
3371,3371,,,3000000.0,€12—18m
3372,3372,,,1700000.0,€2—4m
3373,3373,,,17300000.0,€27m
3374,3374,,,,
3375,3375,,,,
3376,3376,,,,
3377,3377,,,,
3378,3378,,,,
3379,3379,,,,
3380,3380,,,17900000.0,€55—82m
3381,3381,,,,
3382,3382,,,14000000.0,€36—54m
3383,3383,,,,
3384,3384,,,83200000.0,€153—229m
3385,3385,,,50000.0,
3386,3386,,,,
3387,3387,,,,
3388,3388,,,,
3389,3389,,,,
3390,3390,,,,
3391,3391,,,570000.0,€1—2m
3392,3392,,,,
3393,3393,,,46000000.0,"€184—276m, €88m"
3394,3394,,,5600000.0,€22—34m
3395,3395,,,,
3396,3396,,,5000000.0,€10—15m
3397,3397,,,500000.0,€2—3m
3398,3398,,,,
3399,3399,,,,
3400,3400,,,12000000.0,€48—72m
3401,3401,,,,
3402,3402,,,,
3403,3403,,,,
3404,3404,,,550000.0,
3405,3405,,,,
3406,3406,,,,
3407,3407,,,,
3408,3408,,,,
3409,3409,,,,
3410,3410,,,8500000.0,€24—36m
3411,3411,,,,
3412,3412,,,,
3413,3413,,,,
3414,3414,,,13300000.0,€43—65m
3415,3415,,,24500000.0,
3416,3416,,,,
3417,3417,,,,
3418,3418,,,,
3419,3419,,,,
3420,3420,,,1200000.0,€5—7m
3421,3421,,,1400000.0,€5—8m
3422,3422,,,,
3423,3423,,,,
3424,3424,,,,
3425,3425,,,2000000.0,€8—12m
3426,3426,,,850000.0,€3—5m
3427,3427,,,,
3428,3428,,,11100000.0,€22—33m
3429,3429,,,,
3430,3430,,,50000.0,
3431,3431,,,,
3432,3432,,,500000.0,€2—3m
3433,3433,,,,
3434,3434,,,200000.0,€800k—1m
3435,3435,,,,
3436,3436,,,1000000.0,€4—6m
3437,3437,,,17500000.0,€56—84m
3438,3438,,,51800000.0,€127—191m
3439,3439,,,2900000.0,
3440,3440,,,4000000.0,€16—24m
3441,3441,,,,
3442,3442,,,,
3443,3443,,,,
3444,3444,,,9300000.0,€19—28m
3445,3445,,,,
3446,3446,,,,
3447,3447,,,,
3448,3448,,,1500000.0,€6—9m
3449,3449,,,48900000.0,€267m
3450,3450,,,2400000.0,€10—14m
3451,3451,,,,
3452,3452,,,,
3453,3453,,,,
3454,3454,,,,
3455,3455,,,,
3456,3456,,,,
3457,3457,,,,
3458,3458,,,2000000.0,€8—12m
3459,3459,,,,
3460,3460,,,,
3461,3461,,,,
3462,3462,,,,
3463,3463,,,,
3464,3464,,,9500000.0,€14—20m
3465,3465,,,,
3466,3466,,,4300000.0,€15—22m
3467,3467,,,,
3468,3468,,,,
3469,3469,,,,
3470,3470,,,50000.0,
3471,3471,,,15200000.0,€14—20m
3472,3472,,,,
3473,3473,,,,
3474,3474,,,,
3475,3475,,,,
3476,3476,,,,
3477,3477,,,20000000.0,€60—90m
3478,3478,,,15000000.0,€48—72m
3479,3479,,,1000000.0,
3480,3480,,,,
3481,3481,,,,
3482,3482,,,97000000.0,€200—300m
3483,3483,,,,
3484,3484,,,4100000.0,€11—16m
3485,3485,,,,
3486,3486,,,,
3487,3487,,,409000.0,€2—2m
3488,3488,,,,
3489,3489,,,60000.0,
3490,3490,,,5000000.0,€20—30m
3491,3491,,,,
3492,3492,,,,
3493,3493,,,,
3494,3494,,,,
3495,3495,,,,
3496,3496,,,,
3497,3497,,,,
3498,3498,,,,
3499,3499,,,,
3500,3500,,,1500000.0,€6—9m
3501,3501,,,400000.0,€2—2m
3502,3502,,,,
3503,3503,,,,
3504,3504,,,,
3505,3505,,,,
3506,3506,,,,
3507,3507,,,,
3508,3508,,,10000000.0,€20—30m
3509,3509,,,160000.0,
3510,3510,,,1500000.0,€6—9m
3511,3511,,,,
3512,3512,,,,
3513,3513,,,,
3514,3514,,,,
3515,3515,,,45500000.0,€182—273m
3516,3516,,,,
3517,3517,,,290000.0,€1—2m
3518,3518,,,,
3519,3519,,,110000000.0,€240—360m
3520,3520,,,,
3521,3521,,,,
3522,3522,,,,
3523,3523,,,,
3524,3524,,,,
3525,3525,,,,
3526,3526,,,,
3527,3527,,,,
3528,3528,,,,
3529,3529,,,1000000.0,
3530,3530,,,,
3531,3531,,,,
3532,3532,,,,
3533,3533,,,5500000.0,€16m
3534,3534,,,,
3535,3535,,,,
3536,3536,,,2200000.0,€9—13m
3537,3537,,,,
3538,3538,,,1800000.0,€7—11m
3539,3539,,,,
3540,3540,,,6400000.0,
3541,3541,,,,
3542,3542,,,,
3543,3543,,,,
3544,3544,,,,
3545,3545,,,24600000.0,€6—9m
3546,3546,,,470000.0,€2—3m
3547,3547,,,,
3548,3548,,,8400000.0,€15—22m
3549,3549,,,,
3550,3550,,,2500000.0,
3551,3551,,,50000.0,
3552,3552,,,,
3553,3553,,,90600000.0,€909
3554,3554,,,11100000.0,€20—30m
3555,3555,,,,
3556,3556,,,11200000.0,€32—48m
3557,3557,,,,
3558,3558,,,,
3559,3559,,,,€2—2m
3560,3560,,,,€40m
3561,3561,,,,
3562,3562,,,1500000.0,€3—5m
3563,3563,,,,
3564,3564,,,,
3565,3565,,,,
3566,3566,,,,
3567,3567,,,,
3568,3568,,,,
3569,3569,,,1900000.0,€5m
3570,3570,,,,
3571,3571,,,,
3572,3572,,,,
3573,3573,,,98700.0,
3574,3574,,,,
3575,3575,,,115000000.0,€43—64m
3576,3576,,,9100000.0,€36—55m
3577,3577,,,,
3578,3578,,,,
3579,3579,,,30100000.0,€120—180m
3580,3580,,,,
3581,3581,,,3500000.0,€14—21m
3582,3582,,,,
3583,3583,,,5500000.0,€22—33m
3584,3584,,,,
3585,3585,,,,
3586,3586,,,,
3587,3587,,,,
3588,3588,,,,
3589,3589,,,,
3590,3590,,,,
3591,3591,,,,
3592,3592,,,6800000.0,€20—30m
3593,3593,,,,
3594,3594,,,12300000.0,€40—60m
3595,3595,,,1200000.0,€5—7m
3596,3596,,,24500000.0,€98—147m
3597,3597,,,,
3598,3598,,,12000000.0,€24—36m
3599,3599,,,,
3600,3600,,,,
3601,3601,,,6000000.0,€24—36m
3602,3602,,,,
3603,3603,,,,
3604,3604,,,,
3605,3605,,,,
3606,3606,,,,
3607,3607,,,500000.0,€2—3m
3608,3608,,,,
3609,3609,,,,
3610,3610,,,,
3611,3611,,,,€411m
3612,3612,,,50000.0,
3613,3613,,,,
3614,3614,,,,
3615,3615,,,,
3616,3616,,,,
3617,3617,,,,
3618,3618,,,,
3619,3619,,,,
3620,3620,,,,
3621,3621,,,,
3622,3622,,,,
3623,3623,,,33000000.0,€47—71m
3624,3624,,,668000000.0,€909m
3625,3625,,,,
3626,3626,,,2000000.0,€8—12m
3627,3627,,,,
3628,3628,,,2500000.0,€8—12m
3629,3629,,,,
3630,3630,,,,
3631,3631,,,1100000.0,€4—7m
3632,3632,,,7400000.0,€21—32m
3633,3633,,,,
3634,3634,,,,
3635,3635,,,36400000.0,€91—136m
3636,3636,,,4500000.0,€12—18m
3637,3637,,,,€10m
3638,3638,,,3700000.0,
3639,3639,,,,
3640,3640,,,550000.0,€2—3m
3641,3641,,,13500000.0,€96m
3642,3642,,,,
3643,3643,,,,
3644,3644,,,16800000.0,€47—71m
3645,3645,,,1500000.0,€6—9m
3646,3646,,,,
3647,3647,,,,
3648,3648,,,,
3649,3649,,,,
3650,3650,,,,
3651,3651,,,2300000.0,€9—14m
3652,3652,,,3000000.0,€12—18m
3653,3653,,,2000000.0,€8—12m
3654,3654,,,1200000.0,€3—4m
3655,3655,,,,
3656,3656,,,1000000.0,
3657,3657,,,500000.0,€800k—1m
3658,3658,,,1000000.0,€4—6m
3659,3659,,,2400000.0,€10—14m
3660,3660,,,,
3661,3661,,,,
3662,3662,,,2100000.0,
3663,3663,,,1800000.0,€6—10m
3664,3664,,,,
3665,3665,,,,
3666,3666,,,1800000.0,€1—2m
3667,3667,,,,
3668,3668,,,,
3669,3669,,,,
3670,3670,,,,
3671,3671,,,,
3672,3672,,,,
3673,3673,,,,
3674,3674,,,,
3675,3675,,,,
3676,3676,,,,
3677,3677,,,20000000.0,€80—120m
3678,3678,,,2300000.0,€9—14m
3679,3679,,,,
3680,3680,,,,
3681,3681,,,,
3682,3682,,,,€1.2b
3683,3683,,,17000000.0,€60m
3684,3684,,,34000000.0,€120—180m
3685,3685,,,30000000.0,€120—180m
3686,3686,,,40000000.0,€160—240m
3687,3687,,,,
3688,3688,,,,
3689,3689,,,,
3690,3690,,,2000000.0,€8—12m
3691,3691,,,,
3692,3692,,,,
3693,3693,,,,
3694,3694,,,,
3695,3695,,,,
3696,3696,,,,
3697,3697,,,,
3698,3698,,,,
3699,3699,,,,
3700,3700,,,,
3701,3701,,,,
3702,3702,,,,
3703,3703,,,,
3704,3704,,,24000000.0,
3705,3705,,,700000.0,€3—4m
3706,3706,,,31800000.0,€70m
3707,3707,,,,
3708,3708,,,,
3709,3709,,,,
3710,3710,,,,
3711,3711,,,,
3712,3712,,,23000000.0,€92—138m
3713,3713,,,,
3714,3714,,,,
3715,3715,,,48800000.0,€120—180m
3716,3716,,,,€10m
3717,3717,,,1000000.0,€4—6m
3718,3718,,,2000000.0,€8—12m
3719,3719,,,,
3720,3720,,,2500000.0,€10—15m
3721,3721,,,,
3722,3722,,,,
3723,3723,,,6000000.0,€24—36m
3724,3724,,,500000.0,€2—3m
3725,3725,,,,
3726,3726,,,479000000.0,€1.2—1.8b
3727,3727,,,10000000.0,€40—60m
3728,3728,,,,
3729,3729,,,,
3730,3730,,,,
3731,3731,,,,
3732,3732,,,3000000.0,€12—18m
3733,3733,,,640000.0,
3734,3734,,,,
3735,3735,,,,
3736,3736,,,,
3737,3737,,,,
3738,3738,,,,
3739,3739,,,,
3740,3740,,,7000000.0,€24—36m
3741,3741,,,,€44.4b
3742,3742,,,,
3743,3743,,,,
3744,3744,,,32300000.0,€37—56m
3745,3745,,,63500000.0,€180—270m
3746,3746,,,,
3747,3747,,,,
3748,3748,,,45400000.0,€111—166m
3749,3749,,,,
3750,3750,,,,
3751,3751,,,,
3752,3752,,,,
3753,3753,,,1000000.0,€4—6m
3754,3754,,,,
3755,3755,,,,
3756,3756,,,1300000.0,€5—8m
3757,3757,,,8200000.0,€20—30m
3758,3758,,,,
3759,3759,,,2000000.0,€8—12m
3760,3760,,,,
3761,3761,,,,
3762,3762,,,21200000.0,€12—18m
3763,3763,,,2000000.0,€8—12m
3764,3764,,,,
3765,3765,,,,
3766,3766,,,,
3767,3767,,,,
3768,3768,,,,
3769,3769,,,16000000.0,€28—42m
3770,3770,,,2500000.0,€7—10m
3771,3771,,,6300000.0,€20—30m
3772,3772,,,,
3773,3773,,,,
3774,3774,,,,
3775,3775,,,,
3776,3776,,,,
3777,3777,,,,
3778,3778,,,,
3779,3779,,,,
3780,3780,,,,
3781,3781,,,,
3782,3782,,,13800000.0,€47—71m
3783,3783,,,1200000.0,
3784,3784,,,500000.0,
3785,3785,,,2000000.0,€8—12m
3786,3786,,,2000000.0,€8—12m
3787,3787,,,2500000.0,€10—15m
3788,3788,,,115000000.0,
3789,3789,,,,
3790,3790,,,,
3791,3791,,,52500000.0,€200—300m
3792,3792,,,1000000.0,€4—6m
3793,3793,,,,
3794,3794,,,,
3795,3795,,,,
3796,3796,,,,
3797,3797,,,,
3798,3798,,,,
3799,3799,,,,
3800,3800,,,418000.0,
3801,3801,,,,
3802,3802,,,,
3803,3803,,,87000000.0,€348—522m
3804,3804,,,,
3805,3805,,,,
3806,3806,,,,
3807,3807,,,,
3808,3808,,,,
3809,3809,,,2900000.0,€12—17m
3810,3810,,,,
3811,3811,,,1000000.0,€4—6m
3812,3812,,,,
3813,3813,,,,
3814,3814,,,,
3815,3815,,,1300000.0,€4—6m
3816,3816,,,,
3817,3817,,,,
3818,3818,,,,
3819,3819,,,1400000.0,
3820,3820,,,,
3821,3821,,,950000.0,€4—6m
3822,3822,,,,
3823,3823,,,,
3824,3824,,,32000000.0,€100m
3825,3825,,,,
3826,3826,,,,
3827,3827,,,,
3828,3828,,,8800000.0,€9—14m
3829,3829,,,1600000.0,€4—6m
3830,3830,,,,
3831,3831,,,,
3832,3832,,,,
3833,3833,,,1000000.0,€4—6m
3834,3834,,,,
3835,3835,,,,
3836,3836,,,1500000.0,€6—9m
3837,3837,,,2000000.0,€8—12m
3838,3838,,,13600000.0,€227m
3839,3839,,,,
3840,3840,,,1300000.0,€5—8m
3841,3841,,,15500000.0,€60—90m
3842,3842,,,1600000.0,€6—10m
3843,3843,,,15000000.0,€60—90m
3844,3844,,,2200000.0,
3845,3845,,,,
3846,3846,,,,
3847,3847,,,,
3848,3848,,,8100000.0,€12—18m
3849,3849,,,8200000.0,€16—24m
3850,3850,,,,
3851,3851,,,,
3852,3852,,,,
3853,3853,,,3800000.0,€6—10m
3854,3854,,,,
3855,3855,,,,
3856,3856,,,70000.0,
3857,3857,,,22500000.0,€80—120m
3858,3858,,,1200000.0,€5—7m
3859,3859,,,,
3860,3860,,,,
3861,3861,,,,
3862,3862,,,,
3863,3863,,,7200000.0,€18—27m
3864,3864,,,,
3865,3865,,,50000.0,
3866,3866,,,11000000.0,€20—30m
3867,3867,,,16500000.0,€66—99m
3868,3868,,,,
3869,3869,,,,
3870,3870,,,4100000.0,€12—18m
3871,3871,,,,
3872,3872,,,2400000.0,
3873,3873,,,,
3874,3874,,,,
3875,3875,,,,
3876,3876,,,900000.0,€4—5m
3877,3877,,,,
3878,3878,,,,
3879,3879,,,5000000.0,€5m
3880,3880,,,,
3881,3881,,,,
3882,3882,,,,
3883,3883,,,3400000.0,€12—18m
3884,3884,,,,
3885,3885,,,2900000.0,€12—17m
3886,3886,,,550000.0,€2—3m
3887,3887,,,,
3888,3888,,,1500000.0,€5m
3889,3889,,,,
3890,3890,,,15000.0,€60—90k
3891,3891,,,,
3892,3892,,,1000000.0,€4—6m
3893,3893,,,,
3894,3894,,,,
3895,3895,,,4000000.0,€16—24m
3896,3896,,,,
3897,3897,,,,
3898,3898,,,3000000.0,€12—18m
3899,3899,,,,
3900,3900,,,,
3901,3901,,,8500000.0,€34—51m
3902,3902,,,4500000.0,€18—27m
3903,3903,,,1000000.0,€4—6m
3904,3904,,,115000000.0,€185—278m
3905,3905,,,,
3906,3906,,,,
3907,3907,,,,
3908,3908,,,,
3909,3909,,,,
3910,3910,,,,
3911,3911,,,,
3912,3912,,,1800.0,€7—11k
3913,3913,,,,
3914,3914,,,,
3915,3915,,,3200000.0,€13—19m
3916,3916,,,1500000.0,€6—9m
3917,3917,,,,
3918,3918,,,,
3919,3919,,,6000000.0,€24—36m
3920,3920,,,106000000.0,€200m
3921,3921,,,,
3922,3922,,,,
3923,3923,,,66000000.0,€184—276m
3924,3924,,,600000.0,€2—4m
3925,3925,,,,
3926,3926,,,,
3927,3927,,,,
3928,3928,,,,
3929,3929,,,11000000.0,€44—66m
3930,3930,,,3000000.0,€12—18m
3931,3931,,,,
3932,3932,,,942000.0,
3933,3933,,,,
3934,3934,,,,
3935,3935,,,,
3936,3936,,,,
3937,3937,,,1000000.0,€6m
3938,3938,,,,
3939,3939,,,,
3940,3940,,,,
3941,3941,,,,
3942,3942,,,700000.0,€3—4m
3943,3943,,,,
3944,3944,,,490000.0,
3945,3945,,,,
3946,3946,,,,
3947,3947,,,3900000.0,€6—8m
3948,3948,,,,
3949,3949,,,4100000.0,€10—15m
3950,3950,,,,
3951,3951,,,10000000.0,€40—60m
3952,3952,,,15000000.0,€60—90m
3953,3953,,,1200000.0,€5—7m
3954,3954,,,8500000.0,€6—9m
3955,3955,,,,
3956,3956,,,,
3957,3957,,,27300000.0,€80—120m
3958,3958,,,10800000.0,€28—42m
3959,3959,,,373000.0,
3960,3960,,,2800000.0,€10—15m
3961,3961,,,1500000.0,€6—9m
3962,3962,,,,
3963,3963,,,,
3964,3964,,,,
3965,3965,,,,
3966,3966,,,,
3967,3967,,,2000000.0,
3968,3968,,,750000.0,
3969,3969,,,6200000.0,€25—37m
3970,3970,,,,
3971,3971,,,,
3972,3972,,,,
3973,3973,,,3200000.0,€12—18m
3974,3974,,,1600000.0,€6—10m
3975,3975,,,1300000.0,€5—8m
3976,3976,,,,
3977,3977,,,5000000.0,€20—30m
3978,3978,,,6500000.0,€26—39m
3979,3979,,,,
3980,3980,,,,
3981,3981,,,,
3982,3982,,,,
3983,3983,,,,
3984,3984,,,,
3985,3985,,,,
3986,3986,,,,
3987,3987,,,2500000.0,€10—15m
3988,3988,,,,
3989,3989,,,310000.0,€1—2m
3990,3990,,,,
3991,3991,,,,
3992,3992,,,,
3993,3993,,,324000.0,
3994,3994,,,4700000.0,€25m
3995,3995,,,,
3996,3996,,,3700000.0,€14—21m
3997,3997,,,,
3998,3998,,,,
3999,3999,,,7000000.0,€14—21m
4000,4000,,,,
4001,4001,,,16700000.0,€67—100m
4002,4002,,,1500000.0,€6—9m
4003,4003,,,1600000.0,€1—2m
4004,4004,,,,
4005,4005,,,,
4006,4006,,,,
4007,4007,,,,
4008,4008,,,,
4009,4009,,,3600000.0,€15—22m
4010,4010,,,,
4011,4011,,,,
4012,4012,,,1000000.0,€2—3m
4013,4013,,,,
4014,4014,,,2200000.0,€9—13m
4015,4015,,,,
4016,4016,,,,
4017,4017,,,,
4018,4018,,,,
4019,4019,,,,
4020,4020,,,40000.0,
4021,4021,,,,
4022,4022,,,,
4023,4023,,,4200000.0,
4024,4024,,,,
4025,4025,,,,
4026,4026,,,,
4027,4027,,,,
4028,4028,,,,
4029,4029,,,,
4030,4030,,,,
4031,4031,,,2500000.0,€8—12m
4032,4032,,,,
4033,4033,,,495000.0,
4034,4034,,,,
4035,4035,,,,
4036,4036,,,,
4037,4037,,,,
4038,4038,,,,
4039,4039,,,,
4040,4040,,,,
4041,4041,,,,
4042,4042,,,,
4043,4043,,,,
4044,4044,,,,
4045,4045,,,5000000.0,€20—30m
4046,4046,,,,
4047,4047,,,,
4048,4048,,,,
4049,4049,,,,
4050,4050,,,,
4051,4051,,,800000.0,€3—4m
4052,4052,,,,
4053,4053,,,7900000.0,€26—38m
4054,4054,,,,
4055,4055,,,,
4056,4056,,,,
4057,4057,,,,
4058,4058,,,,
4059,4059,,,,
4060,4060,,,,
4061,4061,,,,
4062,4062,,,,
4063,4063,,,,
4064,4064,,,,
4065,4065,,,,
4066,4066,,,,
4067,4067,,,,
4068,4068,,,,
4069,4069,,,,
4070,4070,,,,
4071,4071,,,,
4072,4072,,,5000000.0,€20—30m
4073,4073,,,,
4074,4074,,,,
4075,4075,,,,
4076,4076,,,,
4077,4077,,,,
4078,4078,,,118000000.0,€400m
4079,4079,,,,
4080,4080,,,,
4081,4081,,,,
4082,4082,,,,
4083,4083,,,,
4084,4084,,,1300000.0,€5—8m
4085,4085,,,,
4086,4086,,,,
4087,4087,,,1000000.0,€4—6m
4088,4088,,,5900000.0,€14—20m
4089,4089,,,,
4090,4090,,,,
4091,4091,,,,
4092,4092,,,,
4093,4093,,,80000000.0,€240—360m
4094,4094,,,1200000.0,€5—7m
4095,4095,,,,
4096,4096,,,7600000.0,€23m
4097,4097,,,1700000.0,€6—9m
4098,4098,,,,
4099,4099,,,,
4100,4100,,,1800000.0,€7—11m
4101,4101,,,500000.0,€2—3m
4102,4102,,,,
4103,4103,,,1500000.0,€4—5m
4104,4104,,,,
4105,4105,,,,
4106,4106,,,,
4107,4107,,,1600000.0,€6—8m
4108,4108,,,6100000.0,€24—36m
4109,4109,,,2900000.0,€3—5m
4110,4110,,,6200000.0,€16—24m
4111,4111,,,20000000.0,€80—120m
4112,4112,,,,
4113,4113,,,3400000.0,€12—18m
4114,4114,,,,
4115,4115,,,,
4116,4116,,,450000.0,€2—3m
4117,4117,,,,
4118,4118,,,,
4119,4119,,,,
4120,4120,,,160000.0,
4121,4121,,,,
4122,4122,,,,
4123,4123,,,6500000.0,€26—39m
4124,4124,,,3000000.0,€12—18m
4125,4125,,,300000.0,€6m
4126,4126,,,1100000.0,€4—6m
4127,4127,,,,
4128,4128,,,,
4129,4129,,,,
4130,4130,,,,
4131,4131,,,,
4132,4132,,,,
4133,4133,,,,
4134,4134,,,,€48m
4135,4135,,,600000.0,
4136,4136,,,,
4137,4137,,,,
4138,4138,,,,
4139,4139,,,53600000.0,€1.3b
4140,4140,,,3700000.0,€1.8b
4141,4141,,,22300000.0,€32—48m
4142,4142,,,140000.0,€560—840k
4143,4143,,,,
4144,4144,,,,
4145,4145,,,,
4146,4146,,,500000.0,€2—3m
4147,4147,,,455000.0,€2—3m
4148,4148,,,6400000.0,
4149,4149,,,,
4150,4150,,,,
4151,4151,,,1100000.0,
4152,4152,,,405000000.0,€1.8b
4153,4153,,,,
4154,4154,,,,
4155,4155,,,67700000.0,€211—316m
4156,4156,,,37100000.0,€140—210m
4157,4157,,,,
4158,4158,,,,
4159,4159,,,,
4160,4160,,,,
4161,4161,,,23300000.0,€73—109m
4162,4162,,,,
4163,4163,,,,
4164,4164,,,,
4165,4165,,,,
4166,4166,,,,
4167,4167,,,1000000.0,
4168,4168,,,,
4169,4169,,,10000000.0,€24—36m
4170,4170,,,,
4171,4171,,,,
4172,4172,,,23500000.0,€68—102m
4173,4173,,,,
4174,4174,,,5700000.0,€16—24m
4175,4175,,,,
4176,4176,,,,
4177,4177,,,,
4178,4178,,,,
4179,4179,,,12600000.0,€12—18m
4180,4180,,,,
4181,4181,,,,
4182,4182,,,,
4183,4183,,,2900000.0,€6—9m
4184,4184,,,4600000.0,€18—28m
4185,4185,,,,
4186,4186,,,1500000.0,€6—9m
4187,4187,,,450000.0,€2—3m
4188,4188,,,,
4189,4189,,,,
4190,4190,,,,
4191,4191,,,16000000.0,€64—96m
4192,4192,,,1400000.0,€6—8m
4193,4193,,,,
4194,4194,,,540000.0,€2—3m
4195,4195,,,8500000.0,€16—23m
4196,4196,,,25000000.0,€80—120m
4197,4197,,,,
4198,4198,,,,
4199,4199,,,,
4200,4200,,,1000000.0,€4—6m
4201,4201,,,,
4202,4202,,,,
4203,4203,,,35000000.0,€100—150m
4204,4204,,,,
4205,4205,,,,
4206,4206,,,,
4207,4207,,,,
4208,4208,,,,
4209,4209,,,7400000.0,€22—32m
4210,4210,,,,
4211,4211,,,,
4212,4212,,,,
4213,4213,,,400000.0,€2—2m
4214,4214,,,,
4215,4215,,,40000.0,
4216,4216,,,,
4217,4217,,,,
4218,4218,,,,
4219,4219,,,,
4220,4220,,,264000.0,
4221,4221,,,,
4222,4222,,,,
4223,4223,,,21200000.0,€34—51m
4224,4224,,,400000.0,€2—2m
4225,4225,,,,
4226,4226,,,,
4227,4227,,,4000000.0,€16—24m
4228,4228,,,,
4229,4229,,,1300000.0,€3—4m
4230,4230,,,,
4231,4231,,,,
4232,4232,,,1500000.0,€6—9m
4233,4233,,,,
4234,4234,,,,
4235,4235,,,,
4236,4236,,,,
4237,4237,,,,
4238,4238,,,,
4239,4239,,,,
4240,4240,,,4800000.0,
4241,4241,,,,
4242,4242,,,16500000.0,€60—90m
4243,4243,,,,
4244,4244,,,,
4245,4245,,,3300000.0,€9—13m
4246,4246,,,,
4247,4247,,,28500000.0,€26—39m
4248,4248,,,17500000.0,€60—90m
4249,4249,,,400000.0,€2—2m
4250,4250,,,5800000.0,€16—24m
4251,4251,,,5000000.0,€20—30m
4252,4252,,,2700000.0,€11—16m
4253,4253,,,42600000.0,€136—204m
4254,4254,,,,
4255,4255,,,49100000.0,€153—229m
4256,4256,,,8500000.0,€22—33m
4257,4257,,,,
4258,4258,,,300000.0,€1—2m
4259,4259,,,,
4260,4260,,,5000000.0,€20—30m
4261,4261,,,1000000.0,€8m
4262,4262,,,,
4263,4263,,,1000000.0,€4—6m
4264,4264,,,,
4265,4265,,,,
4266,4266,,,45700000.0,€36—54m
4267,4267,,,3100000.0,€8—12m
4268,4268,,,,
4269,4269,,,,
4270,4270,,,,
4271,4271,,,,
4272,4272,,,500000.0,€2—3m
4273,4273,,,16500000.0,€50m
4274,4274,,,,
4275,4275,,,,
4276,4276,,,31300000.0,€108—162m
4277,4277,,,,
4278,4278,,,,
4279,4279,,,35000000.0,€140—210m
4280,4280,,,,
4281,4281,,,1600000.0,
4282,4282,,,,
4283,4283,,,,
4284,4284,,,,
4285,4285,,,,
4286,4286,,,9200000.0,€28—42m
4287,4287,,,,
4288,4288,,,,
4289,4289,,,,
4290,4290,,,500000.0,€2—3m
